title,url,matching_questions,similarity
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will Trump win 3 swing states?,0.42979884147644043
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will New Mexico be the last state to be called by the AP?,0.4291192293167114
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Democrats win popular vote by 6-7%?,0.4281362295150757
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will the Democratic candidate win Georgia by 4.0% or more?,0.42790487408638
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,"Will Trump say ""IQ"" during Nevada rally on Oct 31?",0.42724454402923584
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will Trump win 1 swing state?,0.4254146218299866
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,"Will Trump say ""border"" 20 or more times during Nevada rally on Oct 31?",0.42503824830055237
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,"Will Trump say ""border"" 30 or more times during Nevada rally on Oct 31?",0.42480945587158203
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Democrats win popular vote by 5-6%?,0.42270639538764954
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Democrats win popular vote by 3-4%?,0.42229729890823364
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Democrats win popular vote by 2-3%?,0.42222172021865845
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will Elizabeth Warren win the 2024 US Presidential Election?,0.4218831956386566
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Democrats win popular vote by 0-1%?,0.4190056324005127
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Democrats win popular vote by 4-5%?,0.41868746280670166
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,"Will Trump say ""women's sports"" during Nevada rally on Oct 31?",0.4174426794052124
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,"Will Trump say ""tax"" 20 or more times during Nevada rally on Oct 31?",0.41582244634628296
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will AOC win the popular vote in the 2024 Presidential Election?,0.41551673412323
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Democrats win popular vote by 1-2%?,0.4145126938819885
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,"Will Trump say ""American dream"" 5 or more times during Nevada rally on Oct 31?",0.41318827867507935
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,"Will Trump say ""witch"" during Nevada rally on Oct 31?",0.41143161058425903
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will Bernie Sanders win the popular vote in the 2024 Presidential Election?,0.411361426115036
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will Trump win North Dakota by the largest margin?,0.4095548093318939
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will the Democratic candidate win Georgia by 0%-1.0%?,0.40789949893951416
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will the Republican candidate win Georgia by 4.0% or more?,0.4078825116157532
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will Bernie Sanders win the 2024 US Presidential Election?,0.4051169753074646
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will Trump win Arkansas by the largest margin?,0.4050973057746887
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will AOC win the 2024 US Presidential Election?,0.4049866497516632
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,"Will Trump say ""snake"" during Nevada rally on Oct 31?",0.40385180711746216
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,"Trump wins the election but loses WI, MI, or PA?",0.40316444635391235
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will the Democratic candidate win North Carolina by 4.0% or more?,0.40157559514045715
Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,Will Vivek Ramaswamy win the popular vote in the 2024 Presidential Election?,0.40035170316696167
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,"Will Trump say ""Puerto Rico"" during Pennsylvania rally on Oct 29?",0.6610324382781982
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Hillary Clinton win the 2024 US Presidential Election?,0.4971521496772766
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Trump wins Pennsylvania but loses the Election?,0.4678444564342499
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Hillary Clinton win the popular vote in the 2024 Presidential Election?,0.4588826298713684
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Elizabeth Warren win the 2024 US Presidential Election?,0.45840179920196533
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will any other Democratic Politician win the 2024 US Presidential Election?,0.45813119411468506
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Kamala Harris win the 2024 US Presidential Election?,0.4549861252307892
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Trump win another state by the largest margin?,0.44671615958213806
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Trump win Idaho by the largest margin?,0.4463941156864166
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the Democratic candidate win Nevada by 4.0% or more?,0.4451703131198883
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Nikki Haley win the 2024 US Presidential Election?,0.44086456298828125
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Donald Trump win the 2024 US Presidential Election?,0.4378625452518463
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Nikki Haley win the popular vote in the 2024 Presidential Election?,0.4332249164581299
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will AOC win the 2024 US Presidential Election?,0.4309367537498474
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Elizabeth Warren win the popular vote in the 2024 Presidential Election?,0.4305887818336487
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Kanye West win the 2024 US Presidential Election?,0.4303753972053528
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Bernie Sanders win the 2024 US Presidential Election?,0.428095281124115
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,"Will Trump say ""Melania"" during Nevada rally on Oct 31?",0.42466098070144653
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the Republican candidate win Nevada by 4.0% or more?,0.4225708842277527
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will any other Republican Politician win the 2024 US Presidential Election?,0.42099612951278687
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the Democratic candidate win Nevada by 2.0%-3.0%?,0.4207719564437866
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the Democratic candidate win North Carolina by 4.0% or more?,0.4203481376171112
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Trump win no swing states?,0.41973876953125
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election on November 15?,0.419202595949173
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the Democratic candidate win Nevada by  1.0%-2.0%?,0.4189969301223755
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election on November 14?,0.4189693033695221
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will any other Democrat Politician win the popular vote in the 2024 Presidential Election?,0.4183969497680664
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election on November 19?,0.4183618426322937
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election on November 16?,0.41760069131851196
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election on November 18?,0.4170554280281067
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election by November 6?,0.4167988896369934
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Trump win West Virginia by the largest margin?,0.4166915714740753
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election by November 8?,0.41574642062187195
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election by November 12?,0.4156568646430969
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the Democratic candidate win Nevada by 3.0%-4.0%?,0.41522127389907837
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election by November 9?,0.41387271881103516
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Trump win 2 swing states?,0.41376543045043945
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Trump wins a solid blue state?,0.41273361444473267
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Trump win North Dakota by the largest margin?,0.41256213188171387
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the Democratic candidate win Nevada by  0%-1.0%?,0.41246652603149414
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election by November 5?,0.4122629761695862
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election on November 13?,0.41183292865753174
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election on November 12?,0.41120973229408264
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will New Mexico be the last state to be called by the AP?,0.4111662805080414
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election on November 20?,0.41096073389053345
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election on November 17?,0.41045331954956055
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election on November 6?,0.4099581837654114
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,"Will Trump say ""witch"" during Nevada rally on Oct 31?",0.40980204939842224
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election on November 8?,0.4093420207500458
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Vivek Ramaswamy win the 2024 US Presidential Election?,0.4088972210884094
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election by November 30?,0.40882408618927
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Joe Biden win the 2024 US Presidential Election?,0.4079074263572693
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Donald Trump win the popular vote in the 2024 Presidential Election?,0.4069647192955017
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,"Will Trump say ""Comrade Kamala"" during Pennsylvania rally on Oct 29?",0.40671783685684204
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Trump win Arkansas by the largest margin?,0.4064590334892273
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Kamala flips a 2020 Trump state?,0.40573596954345703
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election on November 9?,0.4055148959159851
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Kanye West win the popular vote in the 2024 Presidential Election?,0.40534335374832153
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Gavin Newsom win the 2024 US Presidential Election?,0.40527695417404175
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Trump gets more black voters than in 2020?,0.40524664521217346
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Trump win 6 swing states?,0.4052106738090515
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election on November 5?,0.40484511852264404
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Kamala win New York by 10+ points?,0.404764860868454
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election by November 7?,0.40348225831985474
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,"Will Trump say ""women's sports"" during Nevada rally on Oct 31?",0.4030211865901947
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the Republican candidate win Nevada by 2.0%-3.0%?,0.4018406271934509
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the AP call the election on November 10?,0.4015190601348877
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Ron DeSantis win the 2024 US Presidential Election?,0.4012669324874878
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will the Democratic candidate win North Carolina by 2%-3.0%?,0.40088576078414917
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,Will Trump get more votes than 2020?,0.40056174993515015
It's too late now': Latino radio host on Trump's response to joke controversy,https://www.youtube.com/watch?v=z4EgGi3i_fg,"Will Trump say ""Puerto Rico"" during Pennsylvania rally on Oct 29?",0.5325556397438049
It's too late now': Latino radio host on Trump's response to joke controversy,https://www.youtube.com/watch?v=z4EgGi3i_fg,"Will Trump say ""Nazi"" during Pennsylvania rally on Oct 29?",0.40369516611099243
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Democratic candidate win Arizona by 4.0% or more?,0.5349835157394409
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Democratic candidate win Arizona by 0%-1.0%?,0.5257419943809509
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Republican candidate win Arizona by 4.0% or more?,0.513026773929596
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will Arizona be the last state to be called by the AP?,0.512288510799408
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Democratic candidate win Arizona by 3.0%-4.0%?,0.5104618668556213
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Democratic candidate win Arizona by 2.0%-3.0%?,0.5103261470794678
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""MAGA"" 4 or more times during Nevada rally on Oct 31?",0.5080378651618958
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Democratic candidate win Arizona by 1.0%-2.0%?,0.5067466497421265
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""Nevada"" 25 or more times during Nevada rally on Oct 31?",0.5058369636535645
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Republican candidate win Arizona by 0%-1.0%?,0.5051574110984802
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Republican candidate win Nevada by 4.0% or more?,0.5003581047058105
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will Arizona be the closest state?,0.4959772527217865
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Kamala Harris wins the popular vote?,0.49461638927459717
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Kamala flips a 2020 Trump state?,0.49284666776657104
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Rabois Parlay: Trump wins PA, MI, GA and AZ?",0.49269938468933105
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Democratic candidate win Nevada by 4.0% or more?,0.4921633303165436
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will Nevada be the last state to be called by the AP?,0.49022698402404785
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Republican candidate win Arizona by 3.0%-4.0%?,0.4897065758705139
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Republican candidate win Nevada by  0%-1.0%?,0.4896307587623596
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Republican candidate win Arizona by 2.0%-3.0%?,0.4894861578941345
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Republican candidate win Arizona by 1.0%-2.0%?,0.4853425920009613
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Republican candidate win Nevada by 2.0%-3.0%?,0.4831412732601166
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""IQ"" during Nevada rally on Oct 31?",0.4809194505214691
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Republican candidate win Nevada by 3.0%-4.0%?,0.4802585244178772
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Democratic candidate win Nevada by  0%-1.0%?,0.47934484481811523
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""witch"" during Nevada rally on Oct 31?",0.47768402099609375
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Republican candidate win Nevada by 1.0%-2.0%?,0.4765858054161072
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Democratic candidate win Nevada by 2.0%-3.0%?,0.4736803472042084
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Democratic candidate win Nevada by 3.0%-4.0%?,0.47110438346862793
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will the Democratic candidate win Nevada by  1.0%-2.0%?,0.4676492214202881
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""Melania"" during Nevada rally on Oct 31?",0.46731558442115784
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""snake"" during Nevada rally on Oct 31?",0.466438353061676
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""women's sports"" during Nevada rally on Oct 31?",0.45510780811309814
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will Nevada be the closest state?,0.4524121582508087
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""Sleepy Joe"" or ""Crooked Joe"" 5 or more times during Nevada rally on Oct 31?",0.44920292496681213
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""American dream"" 5 or more times during Nevada rally on Oct 31?",0.4425829350948334
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will either Kamala or Trump win every swing state?,0.4376540780067444
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""Kamala"" 20 or more times during Pennsylvania rally on Oct 29?",0.43713492155075073
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,Will Kamala Harris win the 2024 US Presidential Election?,0.43571674823760986
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""Springfield"" during Nevada rally on Oct 31?",0.4355289936065674
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""Halloween"" during Henderson, Nevada rally on Oct 31?",0.4321531653404236
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""border"" 30 or more times during Nevada rally on Oct 31?",0.4320622682571411
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""Pocahontas"" during Nevada rally on Oct 31?",0.43157732486724854
'Wow': Dana Bash reacts to huge shift in Latino support for Trump in swing state,https://www.youtube.com/watch?v=MydGr7jksOk,"Will Trump say ""border"" 20 or more times during Nevada rally on Oct 31?",0.4260856509208679
