id,title,url,upload_date,matching_questions,similarity,output,volatility_3d,threshold_label,result
249,John Roberts has enabled Trump. Now he hopes to restrain him,https://www.youtube.com/watch?v=gGY_tlF2jpU,2025-03-19T12:44:01Z,U.S. Federal judge impeached before April?,0.6886140704154968,Impact,0.1423,Impact,1
250,Chief Justice John Roberts rebukes Trump rhetoric on federal judge,https://www.youtube.com/watch?v=LkKdasyGSEI,2025-03-18T16:54:38Z,U.S. Federal judge impeached before April?,0.6573814153671265,Impact,1.0534,Impact,1
251,Stop this nonsense': Toronto's mayor on Trump's trade war,https://www.youtube.com/watch?v=ImTQPSwFTU0,2025-03-17T15:56:45Z,Will Canada remove retaliatory tariffs on USA in March?,0.6686733365058899,Impact,0.34,Impact,1
252,Watch Putin's remarks about possible ceasefire deal with Ukraine,https://www.youtube.com/watch?v=V0gSZ6_Vg8g,2025-03-13T17:42:30Z,Russia x Ukraine Ceasefire by Friday?,0.6983194351196289,Impact,0.4751,Impact,1
253,Watch Putin's remarks about possible ceasefire deal with Ukraine,https://www.youtube.com/watch?v=V0gSZ6_Vg8g,2025-03-13T17:42:30Z,Sea/Air ceasefire in Ukraine before May?,0.6040362119674683,Impact,0.0896,Impact,1
254,Trump threatens 200% tariff on European alcohol as trade war escalates,https://www.youtube.com/watch?v=IagBmsXjlCU,2025-03-13T14:09:35Z,Will Trump impose a blanket tariff of less than 10% on the EU by June 30?,0.6279578804969788,Impact,0.0827,Impact,1
255,Trump threatens 200% tariff on European alcohol as trade war escalates,https://www.youtube.com/watch?v=IagBmsXjlCU,2025-03-13T14:09:35Z,Will Trump impose a blanket tariff of 10-20% on the EU by June 30?,0.6271697282791138,Impact,0.4817,Impact,1
256,Trump threatens 200% tariff on European alcohol as trade war escalates,https://www.youtube.com/watch?v=IagBmsXjlCU,2025-03-13T14:09:35Z,Will Trump impose a blanket tariff of 40% or more on the EU by June 30?,0.6247571706771851,Impact,2.2645,Impact,1
257,Trump threatens 200% tariff on European alcohol as trade war escalates,https://www.youtube.com/watch?v=IagBmsXjlCU,2025-03-13T14:09:35Z,Will Trump impose a blanket tariff of 30-40% on the EU by June 30?,0.622644305229187,Impact,0.2164,Impact,1
258,Trump threatens 200% tariff on European alcohol as trade war escalates,https://www.youtube.com/watch?v=IagBmsXjlCU,2025-03-13T14:09:35Z,Will Trump impose a blanket tariff of 20-30% on the EU by June 30?,0.6219997406005859,Impact,0.1447,Impact,1
259,Trump threatens 200% tariff on European alcohol as trade war escalates,https://www.youtube.com/watch?v=IagBmsXjlCU,2025-03-13T14:09:35Z,Will Trump impose no general tariff on the EU by June 30?,0.6034808158874512,Impact,0.0651,Impact,1
260,GOP senator makes an admission about Trump's tariffs,https://www.youtube.com/watch?v=n5tuzzmPEk8,2025-03-13T11:55:39Z,Will Canada remove retaliatory tariffs on USA in March?,0.6034413576126099,No impact,0.1122,Impact,0
261,Canada's Carney discusses conditions for Trump talks,https://www.youtube.com/watch?v=pg1M2nYXtfs,2025-03-12T18:29:15Z,Will Canada remove retaliatory tariffs on USA in March?,0.6065397262573242,Impact,0.145,Impact,1
262,Canadian officials announce over $20 billion in retaliatory tariffs on US goods,https://www.youtube.com/watch?v=bbdy_rYg5O8,2025-03-12T15:44:33Z,Will Canada remove retaliatory tariffs on USA in March?,0.6591513156890869,Impact,0.145,Impact,1
263,Trump imposes sweeping 25% steel and aluminum tariffs. Europe immediately retaliates,https://www.youtube.com/watch?v=TqZzTcdCnqc,2025-03-12T12:58:16Z,Will Trump impose a blanket tariff of 10-20% on the EU by June 30?,0.6259896755218506,Impact,0.3408,Impact,1
264,Trump imposes sweeping 25% steel and aluminum tariffs. Europe immediately retaliates,https://www.youtube.com/watch?v=TqZzTcdCnqc,2025-03-12T12:58:16Z,Will Trump impose a blanket tariff of 40% or more on the EU by June 30?,0.6176648139953613,Impact,2.3665,Impact,1
265,Trump imposes sweeping 25% steel and aluminum tariffs. Europe immediately retaliates,https://www.youtube.com/watch?v=TqZzTcdCnqc,2025-03-12T12:58:16Z,Will Trump impose a blanket tariff of 20-30% on the EU by June 30?,0.6170601844787598,Impact,0.2157,Impact,1
266,Trump imposes sweeping 25% steel and aluminum tariffs. Europe immediately retaliates,https://www.youtube.com/watch?v=TqZzTcdCnqc,2025-03-12T12:58:16Z,Will Trump impose a blanket tariff of less than 10% on the EU by June 30?,0.6160010099411011,Impact,0.1197,Impact,1
267,Trump imposes sweeping 25% steel and aluminum tariffs. Europe immediately retaliates,https://www.youtube.com/watch?v=TqZzTcdCnqc,2025-03-12T12:58:16Z,Will Trump impose a blanket tariff of 30-40% on the EU by June 30?,0.6085566878318787,Impact,0.2809,Impact,1
268,Senator shares what GOP did after Musk called him 'traitor',https://www.youtube.com/watch?v=YTWsXB1hB80,2025-03-12T11:37:28Z,Russia x Ukraine Ceasefire by Friday?,0.7126490473747253,Impact,0.2056,Impact,1
269,Senator shares what GOP did after Musk called him 'traitor',https://www.youtube.com/watch?v=YTWsXB1hB80,2025-03-12T11:37:28Z,Sea/Air ceasefire in Ukraine before May?,0.6586661338806152,Impact,0.0857,Impact,1
270,Senator shares what GOP did after Musk called him 'traitor',https://www.youtube.com/watch?v=YTWsXB1hB80,2025-03-12T11:37:28Z,Will the US sanction Ukraine before April?,0.6575057506561279,No impact,0.2286,Impact,0
271,Fareed's Take: Trump's revolution in foreign policy,https://www.youtube.com/watch?v=l_w-H7x4FwA,2025-03-09T19:04:48Z,Will Mark Carney be the next leader of the Canadian Liberal Party?,0.8230069875717163,No impact,0.0154,No impact,1
272,Fareed's Take: Trump's revolution in foreign policy,https://www.youtube.com/watch?v=l_w-H7x4FwA,2025-03-09T19:04:48Z,Will Jaime Battiste be the next leader of the Canadian Liberal Party?,0.7079266905784607,No impact,0.0,No impact,1
273,Fareed's Take: Trump's revolution in foreign policy,https://www.youtube.com/watch?v=l_w-H7x4FwA,2025-03-09T19:04:48Z,Will Dominic LeBlanc be the next leader of the Canadian Liberal Party?,0.6837737560272217,No impact,0.0,No impact,1
274,Fareed's Take: Trump's revolution in foreign policy,https://www.youtube.com/watch?v=l_w-H7x4FwA,2025-03-09T19:04:48Z,Will Frank Baylis be the next leader of the Canadian Liberal Party?,0.6833596229553223,No impact,0.4619,Impact,0
275,Fareed's Take: Trump's revolution in foreign policy,https://www.youtube.com/watch?v=l_w-H7x4FwA,2025-03-09T19:04:48Z,Will Sean Fraser be the next leader of the Canadian Liberal Party?,0.6829925179481506,No impact,0.0,No impact,1
276,Fareed's Take: Trump's revolution in foreign policy,https://www.youtube.com/watch?v=l_w-H7x4FwA,2025-03-09T19:04:48Z,Will Francois-Philippe Champagne be the next leader of the Canadian Liberal Party?,0.6323549747467041,No impact,0.0,No impact,1
277,Hear what David Axelrod thought about Newsom's conversation with Charlie Kirk,https://www.youtube.com/watch?v=GvJFINmaAVc,2025-03-07T17:56:36Z,Gavin Newsom out as Governor before April?,0.6038965582847595,No impact,0.0203,No impact,1
278,Hear what Trudeau said about his phone call with Trump,https://www.youtube.com/watch?v=jrxC7srY73Y,2025-03-07T15:31:16Z,Will Trump reduce tariffs on Mexico or Canada today?,0.6535242795944214,Impact,0.1762,Impact,1
279,Hear what Trudeau said about his phone call with Trump,https://www.youtube.com/watch?v=jrxC7srY73Y,2025-03-07T15:31:16Z,Will Canada remove retaliatory tariffs on USA in March?,0.6041132807731628,Impact,0.1399,Impact,1
280,Canadians are fighting back against Trump's tariffs,https://www.youtube.com/watch?v=Rfryf8BGP2A,2025-03-07T13:49:25Z,Will Trump reduce tariffs on Mexico or Canada today?,0.7448171377182007,Impact,0.1762,Impact,1
281,Canadians are fighting back against Trump's tariffs,https://www.youtube.com/watch?v=Rfryf8BGP2A,2025-03-07T13:49:25Z,Will Canada remove retaliatory tariffs on USA in March?,0.6463301777839661,Impact,0.1399,Impact,1
282,Trump delays tariffs on Mexico until April,https://www.youtube.com/watch?v=GmRsuVTMqOw,2025-03-06T18:35:02Z,Will Trump reduce tariffs on Mexico or Canada today?,0.7667582035064697,Impact,0.5907,Impact,1
283,Trump delays tariffs on Mexico until April,https://www.youtube.com/watch?v=GmRsuVTMqOw,2025-03-06T18:35:02Z,Will Trump lower automobile tariffs on Canada/Mexico by next Friday?,0.7267962098121643,Impact,0.0156,No impact,0
284,Trump delays tariffs on Mexico until April,https://www.youtube.com/watch?v=GmRsuVTMqOw,2025-03-06T18:35:02Z,Will Canada remove retaliatory tariffs on USA in March?,0.636396050453186,Impact,0.1981,Impact,1
285,Trump delays tariffs on Mexico until April,https://www.youtube.com/watch?v=GmRsuVTMqOw,2025-03-06T18:35:02Z,Will Trump impose no general tariff on the EU by June 30?,0.6206040382385254,Impact,0.0718,Impact,1
286,What a mess President Trump has created': Canadian official on tariffs,https://www.youtube.com/watch?v=MA7P-clemb8,2025-03-06T17:55:02Z,Will Trump lower automobile tariffs on Canada/Mexico by next Friday?,0.7576974630355835,No impact,0.0156,No impact,1
287,What a mess President Trump has created': Canadian official on tariffs,https://www.youtube.com/watch?v=MA7P-clemb8,2025-03-06T17:55:02Z,Will Trump reduce tariffs on Mexico or Canada today?,0.7121695280075073,Impact,0.5907,Impact,1
288,What a mess President Trump has created': Canadian official on tariffs,https://www.youtube.com/watch?v=MA7P-clemb8,2025-03-06T17:55:02Z,Will Canada remove retaliatory tariffs on USA in March?,0.6635035276412964,Impact,0.1981,Impact,1
289,What a mess President Trump has created': Canadian official on tariffs,https://www.youtube.com/watch?v=MA7P-clemb8,2025-03-06T17:55:02Z,Will Trump impose no general tariff on the EU by June 30?,0.6224391460418701,No impact,0.0718,Impact,0
290,'We're going to get decapitalized really quick': Distributor voices concerns over Trump's tariffs,https://www.youtube.com/watch?v=XhZhikdWo9U,2025-03-06T15:49:43Z,Will Trump reduce tariffs on Mexico or Canada today?,0.6928763389587402,No impact,0.5907,Impact,0
292,'We're going to get decapitalized really quick': Distributor voices concerns over Trump's tariffs,https://www.youtube.com/watch?v=XhZhikdWo9U,2025-03-06T15:49:43Z,Will Canada remove retaliatory tariffs on USA in March?,0.6152536869049072,No impact,0.1981,Impact,0
293,We're shooting ourselves in the foot': Fareed Zakaria on Trump's tariffs,https://www.youtube.com/watch?v=PL7U6Z69buw,2025-03-05T18:19:37Z,Will Trump reduce tariffs on Mexico or Canada today?,0.6959580183029175,Impact,0.8825,Impact,1
295,"Zelensky describes Oval Office meeting as regrettable,' says he is ready to negotiate peace",https://www.youtube.com/watch?v=T5KEIrrUvVo,2025-03-04T20:30:07Z,Trump announces cutting all military aid to Ukraine aid before April?,0.6913883686065674,Impact,0.332,Impact,1
296,"Zelensky describes Oval Office meeting as regrettable,' says he is ready to negotiate peace",https://www.youtube.com/watch?v=T5KEIrrUvVo,2025-03-04T20:30:07Z,Trump admin announces cutting Ukraine aid by Friday?,0.6561528444290161,Impact,0.0695,Impact,1
297,Hear Democratic senator's advice for Zelensky,https://www.youtube.com/watch?v=4UB3tgGcV0U,2025-03-03T17:34:15Z,Trump meets with Zelenskyy in March?,0.6209805011749268,Impact,0.0574,Impact,1
298,Rubio is 'great disappointment': Democratic senator on why he regrets confirmation vote,https://www.youtube.com/watch?v=SByoQciTTxw,2025-03-03T14:44:29Z,Trump meets with Zelenskyy in March?,0.6142255663871765,Impact,0.0574,Impact,1
299,Zelensky was asked if he could salvage relationship with US. Hear his response,https://www.youtube.com/watch?v=HPhYi5Edps8,2025-03-03T12:38:31Z,Trump meets with Zelenskyy in March?,0.6253951787948608,No impact,0.0574,Impact,0
300,Fareed's Take: Trump's meeting with Zelensky was a disaster,https://www.youtube.com/watch?v=VaW2BNNCnrE,2025-03-03T03:14:38Z,Trump meets with Zelenskyy in March?,0.6253951787948608,No impact,0.0574,Impact,0
301,Vindman on Zelensky clash: JD Vance wasn't ready for the 'big boy table',https://www.youtube.com/watch?v=l70qUYUH7sI,2025-03-01T12:30:48Z,Will Zelenskyy apologize to Trump by Sunday?,0.6412588357925415,No impact,0.4671,Impact,0
302,Rubio points finger at Zelensky for breakdown of Trump meeting,https://www.youtube.com/watch?v=d1-bnv0YWbc,2025-03-01T02:35:45Z,Will Zelenskyy apologize to Trump by Sunday?,0.7432191371917725,Impact,0.4671,Impact,1
303,Rubio points finger at Zelensky for breakdown of Trump meeting,https://www.youtube.com/watch?v=d1-bnv0YWbc,2025-03-01T02:35:45Z,Trump meets with Zelenskyy in March?,0.6588889956474304,Impact,0.062,Impact,1
304,King Charles sends a letter to President Trump,https://www.youtube.com/watch?v=oXIi896XSIM,2025-02-27T19:46:13Z,Will Trump meet with Keir Starmer in 2025?,0.6142733097076416,No impact,0.0012,No impact,1
305,"US and Ukraine agree to terms on natural resources and reconstruction, official says",https://www.youtube.com/watch?v=7qYwOr4jgnI,2025-02-26T15:21:25Z,Will Trump meet with Zelenskyy by Friday?,0.6675423979759216,No impact,0.0717,Impact,0
306,"US and Ukraine agree to terms on natural resources and reconstruction, official says",https://www.youtube.com/watch?v=7qYwOr4jgnI,2025-02-26T15:21:25Z,Will Trump meet with Zelenskyy before July?,0.6675131320953369,Impact,0.0038,No impact,0
307,Bill de Blasio says it's a huge mistake' for Eric Adams to go on-air with Trump border czar,https://www.youtube.com/watch?v=jmCRAGWq71E,2025-02-17T14:50:00Z,Eric Adams out as NYC mayor by March 31?,0.6224077939987183,Impact,1.3741,Impact,1
308,Mitch McConnell explains why he voted against RFK Jr.'s nomination,https://www.youtube.com/watch?v=AFahxcFtqjE,2025-02-13T17:23:14Z,Bernie Sanders votes to confirm RFK Jr?,0.631111741065979,Impact,0.4619,Impact,1
309,Canada's Freeland vows to target Trump constituencies with retaliatory tariffs,https://www.youtube.com/watch?v=jtSyb099ovE,2025-02-12T02:32:17Z,Trump tariffs on Canada in effect by May 1?,0.6638869047164917,Impact,0.1314,Impact,1
310,Canada's Freeland vows to target Trump constituencies with retaliatory tariffs,https://www.youtube.com/watch?v=jtSyb099ovE,2025-02-12T02:32:17Z,Will Trump remove tariff on Canada before March?,0.6444602012634277,Impact,1.1816,Impact,1
311,Zakaria warns there's a real cost to Trump's head-spinning moves,https://www.youtube.com/watch?v=P1re1D6Nz58,2025-02-10T12:14:02Z,Trump tariffs on Canada in effect by May 1?,0.6266050338745117,Impact,0.1246,Impact,1
312,Russia expert reacts to Trump saying he has spoken with Putin,https://www.youtube.com/watch?v=qXLugAuqcg0,2025-02-10T11:01:08Z,Trump tariffs on Canada in effect by May 1?,0.6266050338745117,Impact,0.1246,Impact,1
313,Senior data reporter shows stark difference in Trump's approval ratings from first to second term,https://www.youtube.com/watch?v=LQxqX4Mjj34,2025-02-10T00:45:37Z,Trump tariffs on Canada in effect by May 1?,0.6266050338745117,Impact,0.1246,Impact,1
314,Elon Musk vows to rehire DOGE staffer who resigned over racist posts,https://www.youtube.com/watch?v=SP4dbsmsM-s,2025-02-08T02:55:04Z,Elon Musk out as Head of DOGE before July?,0.6485475301742554,Impact,0.1384,Impact,1
315,Elon Musk vows to rehire DOGE staffer who resigned over racist posts,https://www.youtube.com/watch?v=SP4dbsmsM-s,2025-02-08T02:55:04Z,Elon Musk out as Head of DOGE in 2025?,0.6342729330062866,Impact,0.0676,Impact,1
316,Honig: Trump using same theory with federal workers that he used to 'stiff' real estate contractors,https://www.youtube.com/watch?v=R44rizaY7xQ,2025-02-07T12:52:14Z,Will fewer than 50k federal employees accept the buyout?,0.7428732514381409,No impact,0.6762,Impact,0
317,Honig: Trump using same theory with federal workers that he used to 'stiff' real estate contractors,https://www.youtube.com/watch?v=R44rizaY7xQ,2025-02-07T12:52:14Z,Will 50-100k federal employees accept the buyout?,0.7325835227966309,No impact,0.0311,Impact,0
318,Honig: Trump using same theory with federal workers that he used to 'stiff' real estate contractors,https://www.youtube.com/watch?v=R44rizaY7xQ,2025-02-07T12:52:14Z,Will 500k or more federal employees accept the buyout?,0.7201622724533081,No impact,0.6667,Impact,0
319,Honig: Trump using same theory with federal workers that he used to 'stiff' real estate contractors,https://www.youtube.com/watch?v=R44rizaY7xQ,2025-02-07T12:52:14Z,Will 250-300k federal employees accept the buyout?,0.7170184850692749,No impact,0.3874,Impact,0
320,Honig: Trump using same theory with federal workers that he used to 'stiff' real estate contractors,https://www.youtube.com/watch?v=R44rizaY7xQ,2025-02-07T12:52:14Z,Will 300-350k federal employees accept the buyout?,0.7159118056297302,No impact,0.3282,Impact,0
321,Honig: Trump using same theory with federal workers that he used to 'stiff' real estate contractors,https://www.youtube.com/watch?v=R44rizaY7xQ,2025-02-07T12:52:14Z,Will 150-200k federal employees accept the buyout?,0.7157835960388184,No impact,0.0679,Impact,0
322,Honig: Trump using same theory with federal workers that he used to 'stiff' real estate contractors,https://www.youtube.com/watch?v=R44rizaY7xQ,2025-02-07T12:52:14Z,Will 200-250k federal employees accept the buyout?,0.7151729464530945,No impact,0.2171,Impact,0
323,Honig: Trump using same theory with federal workers that he used to 'stiff' real estate contractors,https://www.youtube.com/watch?v=R44rizaY7xQ,2025-02-07T12:52:14Z,Will 100-150k federal employees accept the buyout?,0.7135013937950134,No impact,0.1541,Impact,0
324,Honig: Trump using same theory with federal workers that he used to 'stiff' real estate contractors,https://www.youtube.com/watch?v=R44rizaY7xQ,2025-02-07T12:52:14Z,Will 350-400k federal employees accept the buyout?,0.7128656506538391,No impact,1.628,Impact,0
325,Honig: Trump using same theory with federal workers that he used to 'stiff' real estate contractors,https://www.youtube.com/watch?v=R44rizaY7xQ,2025-02-07T12:52:14Z,Will 450-500k federal employees accept the buyout?,0.7119308710098267,No impact,0.3849,Impact,0
326,Honig: Trump using same theory with federal workers that he used to 'stiff' real estate contractors,https://www.youtube.com/watch?v=R44rizaY7xQ,2025-02-07T12:52:14Z,Will 400-450k federal employees accept the buyout?,0.7054567337036133,No impact,0.1443,Impact,0
327,"Attorney on Musk's unlimited government access: ""Not illegal, but it's not wise""",https://www.youtube.com/watch?v=JIbOuMDJh6Y,2025-02-06T11:00:26Z,Elon Musk out as Head of DOGE in 2025?,0.6141939163208008,No impact,0.0344,Impact,0
329,China hits back as Trump's tariffs go into effect,https://www.youtube.com/watch?v=C2N6bz-KBX0,2025-02-04T12:52:55Z,Trump imposes 40% tariff on China in first 100 days?,0.7282521724700928,Impact,0.0285,Impact,1
330,China hits back as Trump's tariffs go into effect,https://www.youtube.com/watch?v=C2N6bz-KBX0,2025-02-04T12:52:55Z,Will Trump remove tariff on China before March?,0.6959899663925171,Impact,0.1254,Impact,1
331,China hits back as Trump's tariffs go into effect,https://www.youtube.com/watch?v=C2N6bz-KBX0,2025-02-04T12:52:55Z,Will Trump increase tariffs on China before May?,0.6941936612129211,Impact,0.2713,Impact,1
332,China hits back as Trump's tariffs go into effect,https://www.youtube.com/watch?v=C2N6bz-KBX0,2025-02-04T12:52:55Z,Trump tariffs on Mexico in effect by May 1?,0.6021549701690674,Impact,0.5178,Impact,1
333,China hits back as Trump's tariffs go into effect,https://www.youtube.com/watch?v=C2N6bz-KBX0,2025-02-04T12:52:55Z,Trump tariffs on Canada in effect by May 1?,0.6015121936798096,Impact,0.2772,Impact,1
335,Mexico's president describes call with Trump that led to pause in tariffs,https://www.youtube.com/watch?v=dtCDs4dWrLI,2025-02-03T19:34:12Z,Will Trump remove tariff on Mexico before March?,0.6612264513969421,Impact,0.3961,Impact,1
336,Mexico's president describes call with Trump that led to pause in tariffs,https://www.youtube.com/watch?v=dtCDs4dWrLI,2025-02-03T19:34:12Z,Will Trump impose 25% tariff on Mexico or Canada before February?,0.6501940488815308,Impact,0.6598,Impact,1
337,Trump says he agreed to pause tariffs on Mexico for one month,https://www.youtube.com/watch?v=9o3uzCsq5VE,2025-02-03T16:37:31Z,Will Trump impose 25% tariff on Mexico or Canada before February?,0.7441983222961426,Impact,0.6598,Impact,1
338,Trump says he agreed to pause tariffs on Mexico for one month,https://www.youtube.com/watch?v=9o3uzCsq5VE,2025-02-03T16:37:31Z,Will Trump remove tariff on Mexico before March?,0.6777151226997375,Impact,0.3961,Impact,1
339,Trump says he agreed to pause tariffs on Mexico for one month,https://www.youtube.com/watch?v=9o3uzCsq5VE,2025-02-03T16:37:31Z,Will Trump remove tariff on Canada before March?,0.675605297088623,Impact,0.2874,Impact,1
340,Top economist predicts what impact Trump's tariffs will have on Americans,https://www.youtube.com/watch?v=I_ZOj4BtH1Y,2025-02-03T15:47:04Z,Will Trump impose 25% tariff on Mexico or Canada before February?,0.7659920454025269,Impact,0.6598,Impact,1
341,Top economist predicts what impact Trump's tariffs will have on Americans,https://www.youtube.com/watch?v=I_ZOj4BtH1Y,2025-02-03T15:47:04Z,Will Trump remove tariff on Canada before March?,0.6969728469848633,Impact,0.2874,Impact,1
342,Top economist predicts what impact Trump's tariffs will have on Americans,https://www.youtube.com/watch?v=I_ZOj4BtH1Y,2025-02-03T15:47:04Z,Will Trump increase tariffs on China before May?,0.6452817916870117,Impact,0.1826,Impact,1
343,Top economist predicts what impact Trump's tariffs will have on Americans,https://www.youtube.com/watch?v=I_ZOj4BtH1Y,2025-02-03T15:47:04Z,Will Trump remove tariff on Mexico before March?,0.6426210403442383,Impact,0.3961,Impact,1
344,Top economist predicts what impact Trump's tariffs will have on Americans,https://www.youtube.com/watch?v=I_ZOj4BtH1Y,2025-02-03T15:47:04Z,Trump imposes 40% tariff on China in first 100 days?,0.6076982021331787,Impact,0.0357,Impact,1
346,Canadian PM candidate warns Americans will be 'astonished' by Canadian response,https://www.youtube.com/watch?v=QEdll8krvSs,2025-02-03T12:23:25Z,Will Trump remove tariff on Canada before March?,0.644848108291626,Impact,0.2874,Impact,1
347,Canadian PM candidate warns Americans will be 'astonished' by Canadian response,https://www.youtube.com/watch?v=QEdll8krvSs,2025-02-03T12:23:25Z,Will Trump impose 25% tariff on Mexico or Canada before February?,0.6316897869110107,Impact,0.6598,Impact,1
348,Brownstein: No question' US consumers will ultimately pay price for the tariffs,https://www.youtube.com/watch?v=L10MzJQRM-I,2025-02-03T00:52:12Z,Will Trump remove tariff on Canada before March?,0.745594322681427,Impact,0.2874,Impact,1
349,Brownstein: No question' US consumers will ultimately pay price for the tariffs,https://www.youtube.com/watch?v=L10MzJQRM-I,2025-02-03T00:52:12Z,Will Trump impose 25% tariff on Mexico or Canada before February?,0.7183331251144409,Impact,0.6598,Impact,1
350,Brownstein: No question' US consumers will ultimately pay price for the tariffs,https://www.youtube.com/watch?v=L10MzJQRM-I,2025-02-03T00:52:12Z,Trump imposes 40% tariff on China in first 100 days?,0.6495852470397949,No impact,0.0357,Impact,0
351,Brownstein: No question' US consumers will ultimately pay price for the tariffs,https://www.youtube.com/watch?v=L10MzJQRM-I,2025-02-03T00:52:12Z,Will Trump remove tariff on China before March?,0.6424951553344727,Impact,0.2924,Impact,1
352,Brownstein: No question' US consumers will ultimately pay price for the tariffs,https://www.youtube.com/watch?v=L10MzJQRM-I,2025-02-03T00:52:12Z,Will Trump increase tariffs on China before May?,0.642431914806366,No impact,0.1826,Impact,0
353,Brownstein: No question' US consumers will ultimately pay price for the tariffs,https://www.youtube.com/watch?v=L10MzJQRM-I,2025-02-03T00:52:12Z,Will Trump remove tariff on Mexico before March?,0.6374436020851135,Impact,0.3961,Impact,1
359,How Trump's tariffs may impact prices for Americans,https://www.youtube.com/watch?v=eUUCgYxFqzw,2025-01-31T21:58:11Z,Will Trump impose 25% tariff on Mexico or Canada before February?,0.660649299621582,Impact,1.0422,Impact,1
360,How Trump's tariffs may impact prices for Americans,https://www.youtube.com/watch?v=eUUCgYxFqzw,2025-01-31T21:58:11Z,Will Trump impose tariffs on Mexico before March?,0.642802894115448,Impact,0.0365,Impact,1
361,How Trump's tariffs may impact prices for Americans,https://www.youtube.com/watch?v=eUUCgYxFqzw,2025-01-31T21:58:11Z,Trump imposes 25% tariff on Canada and Mexico before March?,0.6368162631988525,Impact,0.0674,Impact,1
362,How Trump's tariffs may impact prices for Americans,https://www.youtube.com/watch?v=eUUCgYxFqzw,2025-01-31T21:58:11Z,Will Trump impose tariffs on any country before March?,0.6332836151123047,Impact,0.0228,Impact,1
363,How Trump's tariffs may impact prices for Americans,https://www.youtube.com/watch?v=eUUCgYxFqzw,2025-01-31T21:58:11Z,Will Trump impose tariffs on Canada before March?,0.621731698513031,Impact,0.0269,Impact,1
364,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Will Tulsi Gabbard be Trumps Director of National Intelligence?,0.7848043441772461,Impact,0.1274,Impact,1
365,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Tulsi Gabbard confirmed as Director of National Intelligence?,0.7802410125732422,Impact,0.1344,Impact,1
366,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Will Joni Ernst vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6872272491455078,No impact,0.1282,Impact,0
367,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Will 53 Senators vote to confirm Tulsi Gabbard as as Director of National Intelligence?,0.6788589358329773,Impact,0.7245,Impact,1
368,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Will Bill Cassidy vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6753556728363037,No impact,0.5743,Impact,0
369,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Will Cynthia Lummis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6721365451812744,No impact,0.1344,Impact,0
370,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Will 51 Senators vote to confirm Tulsi Gabbard as as Director of National Intelligence?,0.6718540787696838,Impact,0.2187,Impact,1
371,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Will 54 or more Senators vote to confirm Tulsi Gabbard as as Director of National Intelligence?,0.6716281771659851,Impact,0.0696,Impact,1
373,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Will 49 Senators vote to confirm Tulsi Gabbard as as Director of National Intelligence?,0.6709270477294922,Impact,0.2269,Impact,1
374,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6689809560775757,No impact,0.6311,Impact,0
375,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Will 52 Senators vote to confirm Tulsi Gabbard as as Director of National Intelligence?,0.6636602878570557,Impact,0.0979,Impact,1
376,'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,2025-01-30T23:25:25Z,Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6605228185653687,No impact,0.1828,Impact,0
