title,url,matching_questions,similarity,emb_file,graph_file
Laura Ingraham: It's Trump's job to clean up the mess the old establishment left behind,https://www.youtube.com/watch?v=QOvnw849_mo,Trump admin announces cutting Ukraine aid by Friday?,0.6569727659225464,data/emb_0202.pt,data/graph_0202.pt
Peter Doocy: This is quite a disconnect,https://www.youtube.com/watch?v=9etIqvF-eeI,Will Zelenskyy apologize to Trump by Friday?,0.6571702361106873,data/emb_0204.pt,data/graph_0204.pt
BREAKING: U.S. pausing all military aid to Ukraine,https://www.youtube.com/watch?v=RafbJNWCNbc,Trump announces cutting all military aid to Ukraine aid before April?,0.6989537477493286,data/emb_0205.pt,data/graph_0205.pt
BREAKING: U.S. pausing all military aid to Ukraine,https://www.youtube.com/watch?v=RafbJNWCNbc,Trump admin announces cutting Ukraine aid by Friday?,0.6352744698524475,data/emb_0205.pt,data/graph_0205.pt
Trump commerce sec dings Zelenskyy over 'ridiculous' requests,https://www.youtube.com/watch?v=3izoRfurWko,Trump tariffs on Mexico in effect by May 1?,0.6478410959243774,data/emb_0207.pt,data/graph_0207.pt
Trump commerce sec dings Zelenskyy over 'ridiculous' requests,https://www.youtube.com/watch?v=3izoRfurWko,Will Trump increase tariffs on China before May?,0.6088088154792786,data/emb_0207.pt,data/graph_0207.pt
"Zelenskyy was insulting to the US, White House official Stephen Miller says",https://www.youtube.com/watch?v=AghddzMiRV0,Will Zelenskyy apologize to Trump by Sunday?,0.6211379170417786,data/emb_0209.pt,data/graph_0209.pt
Jesse Watters: Zelenskyy really screwed up,https://www.youtube.com/watch?v=7kWvW98PRxU,Will Zelenskyy apologize to Trump by Sunday?,0.6015805006027222,data/emb_0210.pt,data/graph_0210.pt
Zelenskyy asked whether he owes Trump an apology,https://www.youtube.com/watch?v=GfqLcBwUT_E,"Will Donald Trump say ""Ukraine"" 10+ times during his presser with Zelenskyy on Feb 28?",0.6303414702415466,data/emb_0211.pt,data/graph_0211.pt
"Pam Bondi wants transparency on the Epstein files, David Schoen says",https://www.youtube.com/watch?v=nBykeh0FlbA,Will FBI send Pam Bondi the full Epstein files by Friday?,0.6479887962341309,data/emb_0212.pt,data/graph_0212.pt
First wave of Jeffrey Epstein files released,https://www.youtube.com/watch?v=i9M7SlJ0L_U,Trump releases Epstein list today?,0.6408770084381104,data/emb_0213.pt,data/graph_0213.pt
'PRETTY SICK': AG Pam Bondi teases release of Epstein files,https://www.youtube.com/watch?v=TIpagGJYPiM,Will Donald Trump be named in Epstein files?,0.6356034278869629,data/emb_0214.pt,data/graph_0214.pt
Ukraine's Zelenskyy to sign mineral deal during Trump White House visit,https://www.youtube.com/watch?v=hrnTp1Pkl-I,Will Trump meet with Zelenskyy before July?,0.7071220278739929,data/emb_0215.pt,data/graph_0215.pt
Ukraine's Zelenskyy to sign mineral deal during Trump White House visit,https://www.youtube.com/watch?v=hrnTp1Pkl-I,Will Trump meet with Volodymyr Zelenskyy in 2025?,0.6357927322387695,data/emb_0215.pt,data/graph_0215.pt
Ukraine's Zelenskyy to sign mineral deal during Trump White House visit,https://www.youtube.com/watch?v=hrnTp1Pkl-I,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.6194298267364502,data/emb_0215.pt,data/graph_0215.pt
Ukraine's Zelenskyy to sign mineral deal during Trump White House visit,https://www.youtube.com/watch?v=hrnTp1Pkl-I,Will Putin meet with Trump in February?,0.6188960075378418,data/emb_0215.pt,data/graph_0215.pt
AG Pam Bondi reviews classified Epstein documents,https://www.youtube.com/watch?v=QBnngnwukBU,Will Donald Trump be named in Epstein files?,0.7313077449798584,data/emb_0219.pt,data/graph_0219.pt
AG Pam Bondi reviews classified Epstein documents,https://www.youtube.com/watch?v=QBnngnwukBU,Trump declassifies Epstein list in first 100 days?,0.6392892599105835,data/emb_0219.pt,data/graph_0219.pt
AG Pam Bondi reviews classified Epstein documents,https://www.youtube.com/watch?v=QBnngnwukBU,Will Michael Jackson be named in Epstein files?,0.602587103843689,data/emb_0219.pt,data/graph_0219.pt
Trump SPARS with Hochul: This is a disaster,https://www.youtube.com/watch?v=qIbOgoMd7Xg,Will Trump halt NYC congestion pricing before April?,0.6108090281486511,data/emb_0222.pt,data/graph_0222.pt
NY gov melts down after Trump ends congestion pricing,https://www.youtube.com/watch?v=A-DUnH67A8E,Will Trump halt NYC congestion pricing before April?,0.6936861872673035,data/emb_0223.pt,data/graph_0223.pt
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Will Trump list the Sinaloa Cartel as a terrorist organization before April?,0.649931788444519,data/emb_0224.pt,data/graph_0224.pt
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Will Trump list the Tren de Aragua as a terrorist organization before April?,0.620792031288147,data/emb_0224.pt,data/graph_0224.pt
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Will Trump list the Gulf Cartel as a terrorist organization before April?,0.602515697479248,data/emb_0224.pt,data/graph_0224.pt
President Trump signs executive order on IVF at Mar-a-Lago,https://www.youtube.com/watch?v=LlJ0DxWF2BQ,Will Trump issue an executive order on February 18?,0.6049144268035889,data/emb_0227.pt,data/graph_0227.pt
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will fewer than 50k federal employees accept the buyout?,0.809239387512207,data/emb_0228.pt,data/graph_0228.pt
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 100-150k federal employees accept the buyout?,0.8071355819702148,data/emb_0228.pt,data/graph_0228.pt
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 50-100k federal employees accept the buyout?,0.8063062429428101,data/emb_0228.pt,data/graph_0228.pt
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 500k or more federal employees accept the buyout?,0.8038688898086548,data/emb_0228.pt,data/graph_0228.pt
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 150-200k federal employees accept the buyout?,0.8013389110565186,data/emb_0228.pt,data/graph_0228.pt
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 300-350k federal employees accept the buyout?,0.7893900871276855,data/emb_0228.pt,data/graph_0228.pt
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 200-250k federal employees accept the buyout?,0.7882921695709229,data/emb_0228.pt,data/graph_0228.pt
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 250-300k federal employees accept the buyout?,0.7870862483978271,data/emb_0228.pt,data/graph_0228.pt
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 350-400k federal employees accept the buyout?,0.7864289283752441,data/emb_0228.pt,data/graph_0228.pt
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 450-500k federal employees accept the buyout?,0.7809387445449829,data/emb_0228.pt,data/graph_0228.pt
Kayleigh McEnany: This is a BIG win for President Trump,https://www.youtube.com/watch?v=BuunSuomBu0,Will 400-450k federal employees accept the buyout?,0.7765816450119019,data/emb_0228.pt,data/graph_0228.pt
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will Tulsi Gabbard be Trumps Director of National Intelligence?,0.6836252808570862,data/emb_0239.pt,data/graph_0239.pt
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6551641225814819,data/emb_0239.pt,data/graph_0239.pt
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will Cynthia Lummis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6459207534790039,data/emb_0239.pt,data/graph_0239.pt
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will Bill Cassidy vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6425710916519165,data/emb_0239.pt,data/graph_0239.pt
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will Joni Ernst vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6379812955856323,data/emb_0239.pt,data/graph_0239.pt
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Tulsi Gabbard confirmed as Director of National Intelligence?,0.6371146440505981,data/emb_0239.pt,data/graph_0239.pt
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will John Fetterman vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6281514167785645,data/emb_0239.pt,data/graph_0239.pt
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6253973245620728,data/emb_0239.pt,data/graph_0239.pt
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will Lisa Murkowski  vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6219687461853027,data/emb_0239.pt,data/graph_0239.pt
"ICE raid leaks could be coming from FBI, border czar Tom Homan warns",https://www.youtube.com/watch?v=fQ9tfsDHi7k,Will John Curtis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.619839072227478,data/emb_0239.pt,data/graph_0239.pt
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will fewer than 50k federal employees accept the buyout?,0.6585788130760193,data/emb_0249.pt,data/graph_0249.pt
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 500k or more federal employees accept the buyout?,0.651763379573822,data/emb_0249.pt,data/graph_0249.pt
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 50-100k federal employees accept the buyout?,0.6502262353897095,data/emb_0249.pt,data/graph_0249.pt
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 450-500k federal employees accept the buyout?,0.6443333029747009,data/emb_0249.pt,data/graph_0249.pt
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 100-150k federal employees accept the buyout?,0.6429386138916016,data/emb_0249.pt,data/graph_0249.pt
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 150-200k federal employees accept the buyout?,0.6428623199462891,data/emb_0249.pt,data/graph_0249.pt
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 200-250k federal employees accept the buyout?,0.6392656564712524,data/emb_0249.pt,data/graph_0249.pt
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 350-400k federal employees accept the buyout?,0.6359977722167969,data/emb_0249.pt,data/graph_0249.pt
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 400-450k federal employees accept the buyout?,0.6347562074661255,data/emb_0249.pt,data/graph_0249.pt
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 250-300k federal employees accept the buyout?,0.6344470381736755,data/emb_0249.pt,data/graph_0249.pt
Legal expert warns Dems are on 'thin ice' for blocking these executive actions,https://www.youtube.com/watch?v=zsKCLx7avbk,Will 300-350k federal employees accept the buyout?,0.631380558013916,data/emb_0249.pt,data/graph_0249.pt
"'Joe, you're fired': Trump strips Biden's security clearance",https://www.youtube.com/watch?v=SXSiABUxwi4,Will Donald Trump be shown 3-5 times at the Super Bowl?,0.6020408868789673,data/emb_0260.pt,data/graph_0260.pt
Trump 100% disagrees with federal judge's 'crazy' DOGE ruling,https://www.youtube.com/watch?v=lJxXCj1fbAI,Will Donald Trump be shown 0-2 times at the Super Bowl?,0.6750593185424805,data/emb_0261.pt,data/graph_0261.pt
Trump 100% disagrees with federal judge's 'crazy' DOGE ruling,https://www.youtube.com/watch?v=lJxXCj1fbAI,Will Donald Trump be shown 12 or more times at the Super Bowl?,0.6694581508636475,data/emb_0261.pt,data/graph_0261.pt
Trump 100% disagrees with federal judge's 'crazy' DOGE ruling,https://www.youtube.com/watch?v=lJxXCj1fbAI,Will Donald Trump be shown 3-5 times at the Super Bowl?,0.6676062345504761,data/emb_0261.pt,data/graph_0261.pt
Trump 100% disagrees with federal judge's 'crazy' DOGE ruling,https://www.youtube.com/watch?v=lJxXCj1fbAI,Will Donald Trump be shown 6-8 times at the Super Bowl?,0.6613640189170837,data/emb_0261.pt,data/graph_0261.pt
Trump 100% disagrees with federal judge's 'crazy' DOGE ruling,https://www.youtube.com/watch?v=lJxXCj1fbAI,Will Donald Trump be shown 9-11 times at the Super Bowl?,0.6333734393119812,data/emb_0261.pt,data/graph_0261.pt
Intel expert details Super Bowl security for Trump: Here's what you won't see,https://www.youtube.com/watch?v=E0XN15gS2uc,Will Donald Trump be shown 9-11 times at the Super Bowl?,0.6110123991966248,data/emb_0266.pt,data/graph_0266.pt
Intel expert details Super Bowl security for Trump: Here's what you won't see,https://www.youtube.com/watch?v=E0XN15gS2uc,Will Donald Trump be shown 12 or more times at the Super Bowl?,0.60619056224823,data/emb_0266.pt,data/graph_0266.pt
Intel expert details Super Bowl security for Trump: Here's what you won't see,https://www.youtube.com/watch?v=E0XN15gS2uc,Will Donald Trump be shown 3-5 times at the Super Bowl?,0.6008548736572266,data/emb_0266.pt,data/graph_0266.pt
"Trump is restoring democracy by controlling the federal bureaucracy, Stephen Miller says",https://www.youtube.com/watch?v=KvBZHEUlWZQ,Will Stephen Miller be Trumps Director of National Intelligence?,0.6712895631790161,data/emb_0269.pt,data/graph_0269.pt
"Federal investigation launched over threats to Elon Musk, DOGE team",https://www.youtube.com/watch?v=W6-hi3eGBAE,Elon Musk out as Head of DOGE before July?,0.6451044082641602,data/emb_0270.pt,data/graph_0270.pt
Peter Doocy: Democrats are really upset about this,https://www.youtube.com/watch?v=YrJAb6t2Tgo,Will 500k or more federal employees accept the buyout?,0.625004231929779,data/emb_0271.pt,data/graph_0271.pt
Peter Doocy: Democrats are really upset about this,https://www.youtube.com/watch?v=YrJAb6t2Tgo,Will 100-150k federal employees accept the buyout?,0.6247380375862122,data/emb_0271.pt,data/graph_0271.pt
Peter Doocy: Democrats are really upset about this,https://www.youtube.com/watch?v=YrJAb6t2Tgo,Will fewer than 50k federal employees accept the buyout?,0.6244927644729614,data/emb_0271.pt,data/graph_0271.pt
Peter Doocy: Democrats are really upset about this,https://www.youtube.com/watch?v=YrJAb6t2Tgo,Will 50-100k federal employees accept the buyout?,0.6188123226165771,data/emb_0271.pt,data/graph_0271.pt
Peter Doocy: Democrats are really upset about this,https://www.youtube.com/watch?v=YrJAb6t2Tgo,Will 150-200k federal employees accept the buyout?,0.6175096035003662,data/emb_0271.pt,data/graph_0271.pt
Peter Doocy: Democrats are really upset about this,https://www.youtube.com/watch?v=YrJAb6t2Tgo,Will 300-350k federal employees accept the buyout?,0.6125674247741699,data/emb_0271.pt,data/graph_0271.pt
Peter Doocy: Democrats are really upset about this,https://www.youtube.com/watch?v=YrJAb6t2Tgo,Will 250-300k federal employees accept the buyout?,0.609265923500061,data/emb_0271.pt,data/graph_0271.pt
Peter Doocy: Democrats are really upset about this,https://www.youtube.com/watch?v=YrJAb6t2Tgo,Will 350-400k federal employees accept the buyout?,0.6048763990402222,data/emb_0271.pt,data/graph_0271.pt
Peter Doocy: Democrats are really upset about this,https://www.youtube.com/watch?v=YrJAb6t2Tgo,Will 450-500k federal employees accept the buyout?,0.6030734777450562,data/emb_0271.pt,data/graph_0271.pt
Peter Doocy: Democrats are really upset about this,https://www.youtube.com/watch?v=YrJAb6t2Tgo,Will 200-250k federal employees accept the buyout?,0.6024903059005737,data/emb_0271.pt,data/graph_0271.pt
Jesse Watters: Dems are going nuclear,https://www.youtube.com/watch?v=1Xh0hJl7c5I,Will fewer than 50k federal employees accept the buyout?,0.7219448685646057,data/emb_0281.pt,data/graph_0281.pt
Jesse Watters: Dems are going nuclear,https://www.youtube.com/watch?v=1Xh0hJl7c5I,Will 300-350k federal employees accept the buyout?,0.7015206813812256,data/emb_0281.pt,data/graph_0281.pt
Jesse Watters: Dems are going nuclear,https://www.youtube.com/watch?v=1Xh0hJl7c5I,Will 50-100k federal employees accept the buyout?,0.7001242637634277,data/emb_0281.pt,data/graph_0281.pt
Jesse Watters: Dems are going nuclear,https://www.youtube.com/watch?v=1Xh0hJl7c5I,Will 150-200k federal employees accept the buyout?,0.6987640857696533,data/emb_0281.pt,data/graph_0281.pt
Jesse Watters: Dems are going nuclear,https://www.youtube.com/watch?v=1Xh0hJl7c5I,Will 200-250k federal employees accept the buyout?,0.6986820697784424,data/emb_0281.pt,data/graph_0281.pt
Jesse Watters: Dems are going nuclear,https://www.youtube.com/watch?v=1Xh0hJl7c5I,Will 250-300k federal employees accept the buyout?,0.6952265501022339,data/emb_0281.pt,data/graph_0281.pt
Jesse Watters: Dems are going nuclear,https://www.youtube.com/watch?v=1Xh0hJl7c5I,Will 350-400k federal employees accept the buyout?,0.6947851181030273,data/emb_0281.pt,data/graph_0281.pt
Jesse Watters: Dems are going nuclear,https://www.youtube.com/watch?v=1Xh0hJl7c5I,Will 100-150k federal employees accept the buyout?,0.6922221779823303,data/emb_0281.pt,data/graph_0281.pt
Jesse Watters: Dems are going nuclear,https://www.youtube.com/watch?v=1Xh0hJl7c5I,Will 500k or more federal employees accept the buyout?,0.6898736953735352,data/emb_0281.pt,data/graph_0281.pt
Jesse Watters: Dems are going nuclear,https://www.youtube.com/watch?v=1Xh0hJl7c5I,Will 450-500k federal employees accept the buyout?,0.6742758750915527,data/emb_0281.pt,data/graph_0281.pt
Jesse Watters: Dems are going nuclear,https://www.youtube.com/watch?v=1Xh0hJl7c5I,Will 400-450k federal employees accept the buyout?,0.6699033975601196,data/emb_0281.pt,data/graph_0281.pt
Karoline Leavitt: Democrats have no other hill to die on,https://www.youtube.com/watch?v=VddiCRRc4bQ,Will 300-350k federal employees accept the buyout?,0.6170423030853271,data/emb_0292.pt,data/graph_0292.pt
Karoline Leavitt: Democrats have no other hill to die on,https://www.youtube.com/watch?v=VddiCRRc4bQ,Will 350-400k federal employees accept the buyout?,0.6147893667221069,data/emb_0292.pt,data/graph_0292.pt
Karoline Leavitt: Democrats have no other hill to die on,https://www.youtube.com/watch?v=VddiCRRc4bQ,Will fewer than 50k federal employees accept the buyout?,0.6131685376167297,data/emb_0292.pt,data/graph_0292.pt
Karoline Leavitt: Democrats have no other hill to die on,https://www.youtube.com/watch?v=VddiCRRc4bQ,Will 500k or more federal employees accept the buyout?,0.6084215641021729,data/emb_0292.pt,data/graph_0292.pt
Karoline Leavitt: Democrats have no other hill to die on,https://www.youtube.com/watch?v=VddiCRRc4bQ,Will 100-150k federal employees accept the buyout?,0.6074562072753906,data/emb_0292.pt,data/graph_0292.pt
Karoline Leavitt: Democrats have no other hill to die on,https://www.youtube.com/watch?v=VddiCRRc4bQ,Will 250-300k federal employees accept the buyout?,0.6059646606445312,data/emb_0292.pt,data/graph_0292.pt
Karoline Leavitt: Democrats have no other hill to die on,https://www.youtube.com/watch?v=VddiCRRc4bQ,Will 150-200k federal employees accept the buyout?,0.6055678725242615,data/emb_0292.pt,data/graph_0292.pt
Karoline Leavitt: Democrats have no other hill to die on,https://www.youtube.com/watch?v=VddiCRRc4bQ,Will 50-100k federal employees accept the buyout?,0.6025446057319641,data/emb_0292.pt,data/graph_0292.pt
Karoline Leavitt: Democrats have no other hill to die on,https://www.youtube.com/watch?v=VddiCRRc4bQ,Will 450-500k federal employees accept the buyout?,0.6024001836776733,data/emb_0292.pt,data/graph_0292.pt
Karoline Leavitt: Democrats have no other hill to die on,https://www.youtube.com/watch?v=VddiCRRc4bQ,Will 400-450k federal employees accept the buyout?,0.6016765236854553,data/emb_0292.pt,data/graph_0292.pt
Karoline Leavitt: Democrats have no other hill to die on,https://www.youtube.com/watch?v=VddiCRRc4bQ,Will 200-250k federal employees accept the buyout?,0.6014800071716309,data/emb_0292.pt,data/graph_0292.pt
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Tulsi Gabbard be Trumps Director of National Intelligence?,0.7345795631408691,data/emb_0303.pt,data/graph_0303.pt
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Tulsi Gabbard confirmed as Director of National Intelligence?,0.7181537747383118,data/emb_0303.pt,data/graph_0303.pt
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Joni Ernst vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.7117888331413269,data/emb_0303.pt,data/graph_0303.pt
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will John Fetterman vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6794763803482056,data/emb_0303.pt,data/graph_0303.pt
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6584621071815491,data/emb_0303.pt,data/graph_0303.pt
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Bill Cassidy vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6477518081665039,data/emb_0303.pt,data/graph_0303.pt
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will John Curtis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6452417373657227,data/emb_0303.pt,data/graph_0303.pt
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Cynthia Lummis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.644638180732727,data/emb_0303.pt,data/graph_0303.pt
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6396950483322144,data/emb_0303.pt,data/graph_0303.pt
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Ezra Cohen-Watnick be Trumps Director of National Intelligence?,0.6351732015609741,data/emb_0303.pt,data/graph_0303.pt
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Lisa Murkowski  vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.634035587310791,data/emb_0303.pt,data/graph_0303.pt
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Chris Stewart be Trumps Director of National Intelligence?,0.6211469173431396,data/emb_0303.pt,data/graph_0303.pt
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Douglas Macgregor be Trumps Director of National Intelligence?,0.6208922863006592,data/emb_0303.pt,data/graph_0303.pt
Trump signs executive order protecting women's sports,https://www.youtube.com/watch?v=6nEM62SJWO0,Trump transgender sports ban?,0.6856821775436401,data/emb_0316.pt,data/graph_0316.pt
"Fox News Highlights - Feb. 4, 2025",https://www.youtube.com/watch?v=KBu0js7YWRc,Will Elon Musk be a member of the Trump administration?,0.6722697019577026,data/emb_0317.pt,data/graph_0317.pt
"Fox News Highlights - Feb. 4, 2025",https://www.youtube.com/watch?v=KBu0js7YWRc,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.6082144975662231,data/emb_0317.pt,data/graph_0317.pt
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will fewer than 50k federal employees accept the buyout?,0.620697021484375,data/emb_0319.pt,data/graph_0319.pt
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 100-150k federal employees accept the buyout?,0.611488401889801,data/emb_0319.pt,data/graph_0319.pt
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 150-200k federal employees accept the buyout?,0.6078483462333679,data/emb_0319.pt,data/graph_0319.pt
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 500k or more federal employees accept the buyout?,0.6043907403945923,data/emb_0319.pt,data/graph_0319.pt
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 250-300k federal employees accept the buyout?,0.6024986505508423,data/emb_0319.pt,data/graph_0319.pt
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 300-350k federal employees accept the buyout?,0.6021662354469299,data/emb_0319.pt,data/graph_0319.pt
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 50-100k federal employees accept the buyout?,0.6017497777938843,data/emb_0319.pt,data/graph_0319.pt
Tom Homan warns of looming violence at the border: 'It's coming',https://www.youtube.com/watch?v=IJtMSHtYaGU,Will Trump designate cartels as terrorists before March?,0.6028388142585754,data/emb_0326.pt,data/graph_0326.pt
McEnany: This is the fastest concession in American history,https://www.youtube.com/watch?v=mofZQMfUG7I,Will Trump remove tariff on Mexico before March?,0.7111252546310425,data/emb_0327.pt,data/graph_0327.pt
McEnany: This is the fastest concession in American history,https://www.youtube.com/watch?v=mofZQMfUG7I,Will Trump impose 25% tariff on Mexico or Canada before February?,0.7043896913528442,data/emb_0327.pt,data/graph_0327.pt
McEnany: This is the fastest concession in American history,https://www.youtube.com/watch?v=mofZQMfUG7I,Will Trump remove tariff on Canada before March?,0.622262716293335,data/emb_0327.pt,data/graph_0327.pt
"Mexico deploying 10,000 agents to border after talk with Trump on tariffs",https://www.youtube.com/watch?v=DOciTMBicQs,Will Trump remove tariff on Mexico before March?,0.7075212597846985,data/emb_0330.pt,data/graph_0330.pt
"Mexico deploying 10,000 agents to border after talk with Trump on tariffs",https://www.youtube.com/watch?v=DOciTMBicQs,Will Trump impose 25% tariff on Mexico or Canada before February?,0.686588704586029,data/emb_0330.pt,data/graph_0330.pt
"BREAKING: Trump announces border deal with Mexico, tariff pause",https://www.youtube.com/watch?v=dG5dLyN4QZY,Will Trump impose 25% tariff on Mexico or Canada before February?,0.6604138612747192,data/emb_0332.pt,data/graph_0332.pt
