title,url,matching_questions,emb_file,graph_file,change_1d,change_3d,change_5d
Trump signs executive order protecting women's sports,https://www.youtube.com/watch?v=6nEM62SJWO0,Trump transgender sports ban?,data/emb_0316.pt,data/graph_0316.pt,1,1,1
"Fox News Highlights - Feb. 4, 2025",https://www.youtube.com/watch?v=KBu0js7YWRc,Will Elon Musk be a member of the Trump administration?,data/emb_0317.pt,data/graph_0317.pt,1,1,1
"Fox News Highlights - Feb. 4, 2025",https://www.youtube.com/watch?v=KBu0js7YWRc,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,data/emb_0317.pt,data/graph_0317.pt,1,1,1
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will fewer than 50k federal employees accept the buyout?,data/emb_0319.pt,data/graph_0319.pt,0,0,0
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 100-150k federal employees accept the buyout?,data/emb_0319.pt,data/graph_0319.pt,1,1,1
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 150-200k federal employees accept the buyout?,data/emb_0319.pt,data/graph_0319.pt,1,1,1
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 500k or more federal employees accept the buyout?,data/emb_0319.pt,data/graph_0319.pt,0,0,0
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 250-300k federal employees accept the buyout?,data/emb_0319.pt,data/graph_0319.pt,0,0,0
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 300-350k federal employees accept the buyout?,data/emb_0319.pt,data/graph_0319.pt,0,1,0
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 50-100k federal employees accept the buyout?,data/emb_0319.pt,data/graph_0319.pt,1,1,1
Tom Homan warns of looming violence at the border: 'It's coming',https://www.youtube.com/watch?v=IJtMSHtYaGU,Will Trump designate cartels as terrorists before March?,data/emb_0326.pt,data/graph_0326.pt,0,0,0
McEnany: This is the fastest concession in American history,https://www.youtube.com/watch?v=mofZQMfUG7I,Will Trump remove tariff on Mexico before March?,data/emb_0327.pt,data/graph_0327.pt,1,1,0
McEnany: This is the fastest concession in American history,https://www.youtube.com/watch?v=mofZQMfUG7I,Will Trump impose 25% tariff on Mexico or Canada before February?,data/emb_0327.pt,data/graph_0327.pt,1,1,1
McEnany: This is the fastest concession in American history,https://www.youtube.com/watch?v=mofZQMfUG7I,Will Trump remove tariff on Canada before March?,data/emb_0327.pt,data/graph_0327.pt,0,0,0
"Mexico deploying 10,000 agents to border after talk with Trump on tariffs",https://www.youtube.com/watch?v=DOciTMBicQs,Will Trump remove tariff on Mexico before March?,data/emb_0330.pt,data/graph_0330.pt,1,1,0
"Mexico deploying 10,000 agents to border after talk with Trump on tariffs",https://www.youtube.com/watch?v=DOciTMBicQs,Will Trump impose 25% tariff on Mexico or Canada before February?,data/emb_0330.pt,data/graph_0330.pt,1,1,1
"BREAKING: Trump announces border deal with Mexico, tariff pause",https://www.youtube.com/watch?v=dG5dLyN4QZY,Will Trump impose 25% tariff on Mexico or Canada before February?,data/emb_0332.pt,data/graph_0332.pt,1,1,1
"BREAKING: Trump announces border deal with Mexico, tariff pause",https://www.youtube.com/watch?v=dG5dLyN4QZY,Will Trump remove tariff on Mexico before March?,data/emb_0332.pt,data/graph_0332.pt,1,1,0
Canada leader sends message to Trump over tariffs,https://www.youtube.com/watch?v=yC_AdwAoGAE,Will Trump impose 25% tariff on Mexico or Canada before February?,data/emb_0334.pt,data/graph_0334.pt,1,1,1
Canada leader sends message to Trump over tariffs,https://www.youtube.com/watch?v=yC_AdwAoGAE,Will Trump remove tariff on Canada before March?,data/emb_0334.pt,data/graph_0334.pt,0,0,0
"BREAKING: Canada, Mexico vow retaliation for Trump tariffs",https://www.youtube.com/watch?v=qDwT8Q2XPSA,Will Trump impose 25% tariff on Mexico or Canada before February?,data/emb_0336.pt,data/graph_0336.pt,1,1,1
"Trump tariffs on Canada, Mexico, China to go into effect at midnight",https://www.youtube.com/watch?v=jRYfvCUcidg,Will Trump impose 25% tariff on Mexico or Canada before February?,data/emb_0337.pt,data/graph_0337.pt,1,1,1
"Trump tariffs on Canada, Mexico, China to go into effect at midnight",https://www.youtube.com/watch?v=jRYfvCUcidg,Will Trump remove tariff on Mexico before March?,data/emb_0337.pt,data/graph_0337.pt,1,1,0
"Trump tariffs on Canada, Mexico, China to go into effect at midnight",https://www.youtube.com/watch?v=jRYfvCUcidg,Will Trump increase tariffs on China before May?,data/emb_0337.pt,data/graph_0337.pt,1,1,0
"Trump tariffs on Canada, Mexico, China to go into effect at midnight",https://www.youtube.com/watch?v=jRYfvCUcidg,Will Trump remove tariff on China before March?,data/emb_0337.pt,data/graph_0337.pt,1,1,0
"Trump tariffs on Canada, Mexico, China to go into effect at midnight",https://www.youtube.com/watch?v=jRYfvCUcidg,Will Trump remove tariff on Canada before March?,data/emb_0337.pt,data/graph_0337.pt,0,0,0
Jim Jordan: I want answers,https://www.youtube.com/watch?v=0TTZdYckNac,Will Andrew Bailey be Trump's FBI director?,data/emb_0342.pt,data/graph_0342.pt,1,0,1
"'BRAVE NEW WORLD': Tariffs like this haven't been seen in decades, expert says",https://www.youtube.com/watch?v=sgMqL05yBqs,Will Trump impose 25% tariff on Mexico or Canada before February?,data/emb_0343.pt,data/graph_0343.pt,1,1,1
"'BRAVE NEW WORLD': Tariffs like this haven't been seen in decades, expert says",https://www.youtube.com/watch?v=sgMqL05yBqs,Will Trump remove tariff on Mexico before March?,data/emb_0343.pt,data/graph_0343.pt,1,1,0
'NON-NEGOTIABLE': Retired U.S. General warns Israel won't allow Hamas in Gaza,https://www.youtube.com/watch?v=zXE4R3fsG2g,Will Trump meet with Benjamin Netanyahu by next Friday?,data/emb_0345.pt,data/graph_0345.pt,1,1,1
'NON-NEGOTIABLE': Retired U.S. General warns Israel won't allow Hamas in Gaza,https://www.youtube.com/watch?v=zXE4R3fsG2g,Will Trump meet with Benjamin Netanyahu in his first 100 days?,data/emb_0345.pt,data/graph_0345.pt,1,1,1
Drugs cartels among the biggest threats to our nation: Former FBI unit chief,https://www.youtube.com/watch?v=HHYBtTIiwqU,Will Trump list the Jalisco New Generation Cartel (CJNG) as a terrorist organization before April?,data/emb_0347.pt,data/graph_0347.pt,1,1,1
Drugs cartels among the biggest threats to our nation: Former FBI unit chief,https://www.youtube.com/watch?v=HHYBtTIiwqU,Will Trump designate cartels as terrorists before March?,data/emb_0347.pt,data/graph_0347.pt,0,0,0
Drugs cartels among the biggest threats to our nation: Former FBI unit chief,https://www.youtube.com/watch?v=HHYBtTIiwqU,Will Trump list the Gulf Cartel as a terrorist organization before April?,data/emb_0347.pt,data/graph_0347.pt,1,1,1
"Trump was able to do this just 12 days into his presidency, expert applauds",https://www.youtube.com/watch?v=DOycPuhfA1A,Will Trump meet with Benjamin Netanyahu by next Friday?,data/emb_0350.pt,data/graph_0350.pt,1,1,1
"Trump was able to do this just 12 days into his presidency, expert applauds",https://www.youtube.com/watch?v=DOycPuhfA1A,Will Trump meet with Benjamin Netanyahu in his first 100 days?,data/emb_0350.pt,data/graph_0350.pt,1,1,1
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Tulsi Gabbard confirmed as Director of National Intelligence?,data/emb_0352.pt,data/graph_0352.pt,1,1,1
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will Bill Cassidy vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,data/emb_0352.pt,data/graph_0352.pt,1,1,1
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,data/emb_0352.pt,data/graph_0352.pt,1,1,1
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will Cynthia Lummis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,data/emb_0352.pt,data/graph_0352.pt,1,1,1
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will John Fetterman vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,data/emb_0352.pt,data/graph_0352.pt,1,1,1
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will Joni Ernst vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,data/emb_0352.pt,data/graph_0352.pt,1,1,1
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,data/emb_0352.pt,data/graph_0352.pt,1,1,1
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will John Curtis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,data/emb_0352.pt,data/graph_0352.pt,1,1,1
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will Lisa Murkowski  vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,data/emb_0352.pt,data/graph_0352.pt,1,1,1
"Trump updates tariff situation, doubles down on DEI policy",https://www.youtube.com/watch?v=Jg10t8KaCME,Will Trump impose 25% tariff on Mexico or Canada before February?,data/emb_0362.pt,data/graph_0362.pt,0,0,0
"Trump updates tariff situation, doubles down on DEI policy",https://www.youtube.com/watch?v=Jg10t8KaCME,Trump imposes 25% tariff on Canada and Mexico before March?,data/emb_0362.pt,data/graph_0362.pt,1,1,1
"Trump updates tariff situation, doubles down on DEI policy",https://www.youtube.com/watch?v=Jg10t8KaCME,Will Trump impose tariffs on Mexico before March?,data/emb_0362.pt,data/graph_0362.pt,1,1,1
"Trump updates tariff situation, doubles down on DEI policy",https://www.youtube.com/watch?v=Jg10t8KaCME,Will Trump impose tariffs on Canada before March?,data/emb_0362.pt,data/graph_0362.pt,1,1,1
"Trump updates tariff situation, doubles down on DEI policy",https://www.youtube.com/watch?v=Jg10t8KaCME,Will Trump impose tariffs on Mexico in the first 100 days?,data/emb_0362.pt,data/graph_0362.pt,1,1,1
"Trump updates tariff situation, doubles down on DEI policy",https://www.youtube.com/watch?v=Jg10t8KaCME,Will Trump impose tariffs on Canada in the first 100 days?,data/emb_0362.pt,data/graph_0362.pt,1,1,1
"Trump updates tariff situation, doubles down on DEI policy",https://www.youtube.com/watch?v=Jg10t8KaCME,Will Trump impose tariffs on China before March?,data/emb_0362.pt,data/graph_0362.pt,1,1,1
Alina Habba rips Dems for turning confirmations in a Broadway show,https://www.youtube.com/watch?v=8QBO3RnF6Yc,Tulsi Gabbard confirmed as Director of National Intelligence?,data/emb_0369.pt,data/graph_0369.pt,1,1,1
Alina Habba rips Dems for turning confirmations in a Broadway show,https://www.youtube.com/watch?v=8QBO3RnF6Yc,Will Bill Cassidy vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,data/emb_0369.pt,data/graph_0369.pt,1,1,1
Alina Habba rips Dems for turning confirmations in a Broadway show,https://www.youtube.com/watch?v=8QBO3RnF6Yc,Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,data/emb_0369.pt,data/graph_0369.pt,1,1,1
Alina Habba rips Dems for turning confirmations in a Broadway show,https://www.youtube.com/watch?v=8QBO3RnF6Yc,Will Joni Ernst vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,data/emb_0369.pt,data/graph_0369.pt,1,1,1
Alina Habba rips Dems for turning confirmations in a Broadway show,https://www.youtube.com/watch?v=8QBO3RnF6Yc,Will Cynthia Lummis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,data/emb_0369.pt,data/graph_0369.pt,1,1,1
Alina Habba rips Dems for turning confirmations in a Broadway show,https://www.youtube.com/watch?v=8QBO3RnF6Yc,Kash Patel confirmed as Director of the FBI?,data/emb_0369.pt,data/graph_0369.pt,1,1,1
CIRCUS IN TOWN: Schiff torched for Kash Patel hearing rant,https://www.youtube.com/watch?v=ofcSk-peAHQ,Will Kash Patel be Trump's FBI director?,data/emb_0376.pt,data/graph_0376.pt,1,0,0
CIRCUS IN TOWN: Schiff torched for Kash Patel hearing rant,https://www.youtube.com/watch?v=ofcSk-peAHQ,Kash Patel confirmed as Director of the FBI?,data/emb_0376.pt,data/graph_0376.pt,1,1,1
CIRCUS IN TOWN: Schiff torched for Kash Patel hearing rant,https://www.youtube.com/watch?v=ofcSk-peAHQ,Will Andrew Bailey be Trump's FBI director?,data/emb_0376.pt,data/graph_0376.pt,0,0,0
CIRCUS IN TOWN: Schiff torched for Kash Patel hearing rant,https://www.youtube.com/watch?v=ofcSk-peAHQ,Will Mike Rogers be Trump's FBI director?,data/emb_0376.pt,data/graph_0376.pt,0,0,0
CIRCUS IN TOWN: Schiff torched for Kash Patel hearing rant,https://www.youtube.com/watch?v=ofcSk-peAHQ,Will Ken Paxton be Trump's FBI director?,data/emb_0376.pt,data/graph_0376.pt,0,0,0
Trump's FBI pick Kash Patel vows to restore public trust in bold opening statement,https://www.youtube.com/watch?v=OLyqFj-2cFE,Kash Patel confirmed as Director of the FBI?,data/emb_0384.pt,data/graph_0384.pt,1,1,1
Trump's FBI pick Kash Patel vows to restore public trust in bold opening statement,https://www.youtube.com/watch?v=OLyqFj-2cFE,Will Kash Patel be Trump's FBI director?,data/emb_0384.pt,data/graph_0384.pt,1,1,1
"Gutfeld: RFK, Jr. is a glorious mixed bag'",https://www.youtube.com/watch?v=SqUU85_WkO0,RFK Jr. confirmed as Health & Human Services Secretary?,data/emb_0386.pt,data/graph_0386.pt,0,0,1
"RFK, Jrs ex-running mate makes big promise to senators who vote against his confirmation",https://www.youtube.com/watch?v=j5R5PYLbZsE,RFK Jr. confirmed as Health & Human Services Secretary?,data/emb_0387.pt,data/graph_0387.pt,0,0,1
"RFK, Jrs ex-running mate makes big promise to senators who vote against his confirmation",https://www.youtube.com/watch?v=j5R5PYLbZsE,Will RFK Jr. be Trump's HHS Secretary?,data/emb_0387.pt,data/graph_0387.pt,0,0,1
Trump Cabinet nominee faces uncertainty as GOP Senator casts doubt: 'Going to be tough',https://www.youtube.com/watch?v=wqt11Fz138Q,Seven Trump Cabinet confirmations in January?,data/emb_0389.pt,data/graph_0389.pt,0,0,0
Trump Cabinet nominee faces uncertainty as GOP Senator casts doubt: 'Going to be tough',https://www.youtube.com/watch?v=wqt11Fz138Q,Six Trump Cabinet confirmations in January?,data/emb_0389.pt,data/graph_0389.pt,0,0,0
Trump Cabinet nominee faces uncertainty as GOP Senator casts doubt: 'Going to be tough',https://www.youtube.com/watch?v=wqt11Fz138Q,Eight Trump Cabinet confirmations in January?,data/emb_0389.pt,data/graph_0389.pt,0,1,1
Trump Cabinet nominee faces uncertainty as GOP Senator casts doubt: 'Going to be tough',https://www.youtube.com/watch?v=wqt11Fz138Q,Nine Trump Cabinet confirmations in January?,data/emb_0389.pt,data/graph_0389.pt,1,0,0
Laura Ingraham: Trump sent a message to hopeless Americans,https://www.youtube.com/watch?v=ePVFjwQxVCI,Trump executive order curbing FEMA before February?,data/emb_0393.pt,data/graph_0393.pt,0,0,0
FAREWELL FEMA?: President Trump visits town treated badly by Democrats,https://www.youtube.com/watch?v=areCslsK8V8,Trump executive order curbing FEMA before February?,data/emb_0394.pt,data/graph_0394.pt,0,0,0
Trump: Dems trying to delay cabinet picks 'as they always do',https://www.youtube.com/watch?v=LazDfl0tODc,Will Tom Cotton be Trump's Defense Secretary?,data/emb_0395.pt,data/graph_0395.pt,0,0,0
Trump: Dems trying to delay cabinet picks 'as they always do',https://www.youtube.com/watch?v=LazDfl0tODc,Will Pete Hegseth be Trump's Defense Secretary?,data/emb_0395.pt,data/graph_0395.pt,0,0,0
Trump: Dems trying to delay cabinet picks 'as they always do',https://www.youtube.com/watch?v=LazDfl0tODc,Will Ron DeSantis be Trump's Defense Secretary?,data/emb_0395.pt,data/graph_0395.pt,1,1,1
Judge blocks Trump's birthright citizenship executive order,https://www.youtube.com/watch?v=g4Uw7RYqhbM,Birthright citizenship ban blocked in January?,data/emb_0398.pt,data/graph_0398.pt,1,1,1
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,One Trump Cabinet confirmation in January?,data/emb_0399.pt,data/graph_0399.pt,0,0,0
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Ten or more Trump Cabinet confirmations in January?,data/emb_0399.pt,data/graph_0399.pt,0,0,1
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Eight Trump Cabinet confirmations in January?,data/emb_0399.pt,data/graph_0399.pt,1,1,1
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Seven Trump Cabinet confirmations in January?,data/emb_0399.pt,data/graph_0399.pt,1,0,0
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Two Trump Cabinet confirmations in January?,data/emb_0399.pt,data/graph_0399.pt,0,0,0
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Three Trump Cabinet confirmations in January?,data/emb_0399.pt,data/graph_0399.pt,0,0,0
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Four Trump Cabinet confirmations in January?,data/emb_0399.pt,data/graph_0399.pt,0,0,0
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Five Trump Cabinet confirmations in January?,data/emb_0399.pt,data/graph_0399.pt,1,0,0
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Six Trump Cabinet confirmations in January?,data/emb_0399.pt,data/graph_0399.pt,0,0,0
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Nine Trump Cabinet confirmations in January?,data/emb_0399.pt,data/graph_0399.pt,1,1,1
Republican House leaders hold first presser after Trump's inauguration,https://www.youtube.com/watch?v=x4ZBPAirVn0,Will Donald Trump issue 50-74 executive orders in his first week?,data/emb_0409.pt,data/graph_0409.pt,0,0,0
Republican House leaders hold first presser after Trump's inauguration,https://www.youtube.com/watch?v=x4ZBPAirVn0,Will Donald Trump issue 25-49 executive orders in his first week?,data/emb_0409.pt,data/graph_0409.pt,1,1,1
Republican House leaders hold first presser after Trump's inauguration,https://www.youtube.com/watch?v=x4ZBPAirVn0,Will Trump sign between 1 and 3 executive orders on January 22?,data/emb_0409.pt,data/graph_0409.pt,1,1,1
White House website debuts new look: 'America is back',https://www.youtube.com/watch?v=2hXWX7eBI-g,Will Trump withdraw from Paris climate agreement in first 100 days?,data/emb_0412.pt,data/graph_0412.pt,1,1,1
White House website debuts new look: 'America is back',https://www.youtube.com/watch?v=2hXWX7eBI-g,Trump issues 100+ Executive Orders orders on Day 1?,data/emb_0412.pt,data/graph_0412.pt,0,0,0
Trump expected to sign border executive orders at Capital One Arena,https://www.youtube.com/watch?v=5aySL6sbQoo,Will Trump issue 10-14 executive orders on Day 1?,data/emb_0414.pt,data/graph_0414.pt,1,1,1
Trump expected to sign border executive orders at Capital One Arena,https://www.youtube.com/watch?v=5aySL6sbQoo,Will Trump issue less than 10 executive orders on Day 1?,data/emb_0414.pt,data/graph_0414.pt,1,1,1
Trump expected to sign border executive orders at Capital One Arena,https://www.youtube.com/watch?v=5aySL6sbQoo,Will Trump issue 15-19 executive orders on Day 1?,data/emb_0414.pt,data/graph_0414.pt,1,1,1
Trump expected to sign border executive orders at Capital One Arena,https://www.youtube.com/watch?v=5aySL6sbQoo,Will Trump issue 20-24 executive orders on Day 1?,data/emb_0414.pt,data/graph_0414.pt,1,1,1
Trump expected to sign border executive orders at Capital One Arena,https://www.youtube.com/watch?v=5aySL6sbQoo,Will Trump issue 25-29 executive orders on Day 1?,data/emb_0414.pt,data/graph_0414.pt,1,1,1
Trump expected to sign border executive orders at Capital One Arena,https://www.youtube.com/watch?v=5aySL6sbQoo,Will Trump issue 40 or more executive orders on Day 1?,data/emb_0414.pt,data/graph_0414.pt,0,0,0
Trump expected to sign border executive orders at Capital One Arena,https://www.youtube.com/watch?v=5aySL6sbQoo,Will Donald Trump issue 100 or more executive orders in his first week?,data/emb_0414.pt,data/graph_0414.pt,0,0,0
Trump to issue record-breaking number of executive actions after inauguration,https://www.youtube.com/watch?v=Bo_T7dmC1JE,Will Donald Trump issue less than 25 executive orders in his first week?,data/emb_0421.pt,data/graph_0421.pt,1,0,0
Trump to issue record-breaking number of executive actions after inauguration,https://www.youtube.com/watch?v=Bo_T7dmC1JE,Will Donald Trump issue 50-74 executive orders in his first week?,data/emb_0421.pt,data/graph_0421.pt,0,1,0
BREAKING: Trump inauguration moved inside due to extreme cold,https://www.youtube.com/watch?v=whkrDyPlw9Q,Will Trump's inaugural address be 18-20 minutes?,data/emb_0423.pt,data/graph_0423.pt,0,0,0
Bombshell report details how Schumer pushed Biden out,https://www.youtube.com/watch?v=amclsJ3ocdM,Will Joe Biden attend presidential inauguration?,data/emb_0425.pt,data/graph_0425.pt,0,0,0
The Five: Trumps AG pick smacks down Adam Schiff,https://www.youtube.com/watch?v=NXZ-0lrHqb4,Seven Trump Cabinet confirmations in January?,data/emb_0426.pt,data/graph_0426.pt,0,0,1
The Five: Trumps AG pick smacks down Adam Schiff,https://www.youtube.com/watch?v=NXZ-0lrHqb4,Five Trump Cabinet confirmations in January?,data/emb_0426.pt,data/graph_0426.pt,1,1,0
The Five: Trumps AG pick smacks down Adam Schiff,https://www.youtube.com/watch?v=NXZ-0lrHqb4,Eight Trump Cabinet confirmations in January?,data/emb_0426.pt,data/graph_0426.pt,0,0,1
The Five: Trumps AG pick smacks down Adam Schiff,https://www.youtube.com/watch?v=NXZ-0lrHqb4,Two Trump Cabinet confirmations in January?,data/emb_0426.pt,data/graph_0426.pt,0,1,0
The Five: Trumps AG pick smacks down Adam Schiff,https://www.youtube.com/watch?v=NXZ-0lrHqb4,Four Trump Cabinet confirmations in January?,data/emb_0426.pt,data/graph_0426.pt,1,1,0
The Five: Trumps AG pick smacks down Adam Schiff,https://www.youtube.com/watch?v=NXZ-0lrHqb4,Three Trump Cabinet confirmations in January?,data/emb_0426.pt,data/graph_0426.pt,0,0,0
The Five: Trumps AG pick smacks down Adam Schiff,https://www.youtube.com/watch?v=NXZ-0lrHqb4,Nine Trump Cabinet confirmations in January?,data/emb_0426.pt,data/graph_0426.pt,0,0,0
'This is just wrong': Michelle Obama under fire for skipping Trump inauguration,https://www.youtube.com/watch?v=xTtuMEbvXNw,Will Michelle Obama attend presidential inauguration?,data/emb_0433.pt,data/graph_0433.pt,0,0,1
Laura Ingraham: This reminds us of why the Democrats lost in 2024,https://www.youtube.com/watch?v=-xPAppRunbA,Pam Bondi confirmed as Attorney General?,data/emb_0434.pt,data/graph_0434.pt,0,0,0
Laura Ingraham: This reminds us of why the Democrats lost in 2024,https://www.youtube.com/watch?v=-xPAppRunbA,Will Pam Bondi be Trump's Attorney General?,data/emb_0434.pt,data/graph_0434.pt,1,0,1
Gov. DeSantis announces who will fill Rubio's Senate seat,https://www.youtube.com/watch?v=sHyM3jMJaTU,Will Marco Rubio be a member of the Trump administration?,data/emb_0436.pt,data/graph_0436.pt,0,0,1
Gov. DeSantis announces who will fill Rubio's Senate seat,https://www.youtube.com/watch?v=sHyM3jMJaTU,Marco Rubio confirmed as Secretary of State?,data/emb_0436.pt,data/graph_0436.pt,1,0,1
"Fox News Highlights - Jan. 15, 2025",https://www.youtube.com/watch?v=9KCG_oHXNqw,Pam Bondi confirmed as Attorney General?,data/emb_0438.pt,data/graph_0438.pt,0,0,0
"Fox News Highlights - Jan. 15, 2025",https://www.youtube.com/watch?v=9KCG_oHXNqw,Will Pam Bondi be Trump's Attorney General?,data/emb_0438.pt,data/graph_0438.pt,1,0,1
Sen. Mike Lee: Adam Schiff's 'tricks' won't work anymore,https://www.youtube.com/watch?v=bP7flHNXCOQ,Will Mike Lee be Trump's Attorney General?,data/emb_0440.pt,data/graph_0440.pt,0,1,1
"Pam Bondi 'knocking this out of the park,' says legal analyst",https://www.youtube.com/watch?v=kBOXMJUWPlo,Pam Bondi confirmed as Attorney General?,data/emb_0441.pt,data/graph_0441.pt,1,0,0
"Pam Bondi 'knocking this out of the park,' says legal analyst",https://www.youtube.com/watch?v=kBOXMJUWPlo,Will Pam Bondi be Trump's Attorney General?,data/emb_0441.pt,data/graph_0441.pt,0,1,0
Lawrence Jones: The Dems werent prepared for these answers,https://www.youtube.com/watch?v=6f_paxgBnoA,One Trump Cabinet confirmation in January?,data/emb_0443.pt,data/graph_0443.pt,0,0,0
Lawrence Jones: The Dems werent prepared for these answers,https://www.youtube.com/watch?v=6f_paxgBnoA,Seven Trump Cabinet confirmations in January?,data/emb_0443.pt,data/graph_0443.pt,1,0,0
Lawrence Jones: The Dems werent prepared for these answers,https://www.youtube.com/watch?v=6f_paxgBnoA,Four Trump Cabinet confirmations in January?,data/emb_0443.pt,data/graph_0443.pt,0,1,1
Lawrence Jones: The Dems werent prepared for these answers,https://www.youtube.com/watch?v=6f_paxgBnoA,Five Trump Cabinet confirmations in January?,data/emb_0443.pt,data/graph_0443.pt,0,1,0
Lawrence Jones: The Dems werent prepared for these answers,https://www.youtube.com/watch?v=6f_paxgBnoA,Three Trump Cabinet confirmations in January?,data/emb_0443.pt,data/graph_0443.pt,1,0,0
Lawrence Jones: The Dems werent prepared for these answers,https://www.youtube.com/watch?v=6f_paxgBnoA,Two Trump Cabinet confirmations in January?,data/emb_0443.pt,data/graph_0443.pt,0,0,1
Lawrence Jones: The Dems werent prepared for these answers,https://www.youtube.com/watch?v=6f_paxgBnoA,Nine Trump Cabinet confirmations in January?,data/emb_0443.pt,data/graph_0443.pt,1,0,0
Newt Gingrich: Michelle Obama represents the wing of the party that rejects reality,https://www.youtube.com/watch?v=aket0a6ELeo,Will Michelle Obama attend presidential inauguration?,data/emb_0450.pt,data/graph_0450.pt,1,1,1
Newt Gingrich: Michelle Obama represents the wing of the party that rejects reality,https://www.youtube.com/watch?v=aket0a6ELeo,Will Kamala Harris attend presidential inauguration?,data/emb_0450.pt,data/graph_0450.pt,0,0,0
Newt Gingrich: Michelle Obama represents the wing of the party that rejects reality,https://www.youtube.com/watch?v=aket0a6ELeo,Will Hillary Clinton attend presidential inauguration?,data/emb_0450.pt,data/graph_0450.pt,1,0,0
Newt Gingrich: Michelle Obama represents the wing of the party that rejects reality,https://www.youtube.com/watch?v=aket0a6ELeo,Will Nancy Pelosi attend presidential inauguration?,data/emb_0450.pt,data/graph_0450.pt,0,0,0
Sean Hannity: The very first confirmation hearing of the new Trump era is in the books,https://www.youtube.com/watch?v=mLWzZ-eEUAY,Pete Hegseth confirmed as Secretary of Defense?,data/emb_0454.pt,data/graph_0454.pt,1,1,1
