title,url,matching_questions,audio_file,video_file,question_file,text_file,threshold_label
Trump says he agreed to pause tariffs on Mexico for one month,https://www.youtube.com/watch?v=9o3uzCsq5VE,Will Trump remove tariff on Mexico before March?,/media/user/data/polymarket/data/embbeding/audio/audio_0154.pt,/media/user/data/polymarket/data/embbeding/video/video_0154.pt,/media/user/data/polymarket/data/embbeding/question/question_0155.pt,/media/user/data/polymarket/data/embbeding/text/text_0154.pt,Impact
Trump says he agreed to pause tariffs on Mexico for one month,https://www.youtube.com/watch?v=9o3uzCsq5VE,Will Trump remove tariff on Canada before March?,/media/user/data/polymarket/data/embbeding/audio/audio_0154.pt,/media/user/data/polymarket/data/embbeding/video/video_0154.pt,/media/user/data/polymarket/data/embbeding/question/question_0156.pt,/media/user/data/polymarket/data/embbeding/text/text_0154.pt,Impact
Fareed's take: Democrats blew it by making three big mistakes,https://www.youtube.com/watch?v=9yx_re0FyZM,Kamala Harris wins the popular vote?,/media/user/data/polymarket/data/embbeding/audio/audio_0157.pt,/media/user/data/polymarket/data/embbeding/video/video_0157.pt,/media/user/data/polymarket/data/embbeding/question/question_0157.pt,/media/user/data/polymarket/data/embbeding/text/text_0157.pt,Impact
Mitch McConnell explains why he voted against RFK Jr.'s nomination,https://www.youtube.com/watch?v=AFahxcFtqjE,Bernie Sanders votes to confirm RFK Jr?,/media/user/data/polymarket/data/embbeding/audio/audio_0158.pt,/media/user/data/polymarket/data/embbeding/video/video_0158.pt,/media/user/data/polymarket/data/embbeding/question/question_0158.pt,/media/user/data/polymarket/data/embbeding/text/text_0158.pt,Impact
Trump says he was advised not to hit back' at Michelle Obama,https://www.youtube.com/watch?v=ARnA_rTtyx8,"Will there be 175,000,000 or more votes cast in the U.S. Presidential Election?",/media/user/data/polymarket/data/embbeding/audio/audio_0159.pt,/media/user/data/polymarket/data/embbeding/video/video_0159.pt,/media/user/data/polymarket/data/embbeding/question/question_0159.pt,/media/user/data/polymarket/data/embbeding/text/text_0159.pt,Impact
Trump says he was advised not to hit back' at Michelle Obama,https://www.youtube.com/watch?v=ARnA_rTtyx8,"Will there be 160,000,000-165,000,000 votes cast in the U.S. Presidential Election?",/media/user/data/polymarket/data/embbeding/audio/audio_0159.pt,/media/user/data/polymarket/data/embbeding/video/video_0159.pt,/media/user/data/polymarket/data/embbeding/question/question_0161.pt,/media/user/data/polymarket/data/embbeding/text/text_0159.pt,Impact
Trump says he was advised not to hit back' at Michelle Obama,https://www.youtube.com/watch?v=ARnA_rTtyx8,"Will there be less than 130,000,000 votes cast in the U.S. Presidential Election?",/media/user/data/polymarket/data/embbeding/audio/audio_0159.pt,/media/user/data/polymarket/data/embbeding/video/video_0159.pt,/media/user/data/polymarket/data/embbeding/question/question_0163.pt,/media/user/data/polymarket/data/embbeding/text/text_0159.pt,Impact
Trump says he was advised not to hit back' at Michelle Obama,https://www.youtube.com/watch?v=ARnA_rTtyx8,Will there be a 269-269 tie in Electoral College?,/media/user/data/polymarket/data/embbeding/audio/audio_0159.pt,/media/user/data/polymarket/data/embbeding/video/video_0159.pt,/media/user/data/polymarket/data/embbeding/question/question_0170.pt,/media/user/data/polymarket/data/embbeding/text/text_0159.pt,Impact
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,Will Joe Biden attend presidential inauguration?,/media/user/data/polymarket/data/embbeding/audio/audio_0171.pt,/media/user/data/polymarket/data/embbeding/video/video_0171.pt,/media/user/data/polymarket/data/embbeding/question/question_0171.pt,/media/user/data/polymarket/data/embbeding/text/text_0171.pt,No impact
I hate to agree': Swisher sides with Steve Bannon on Musk,https://www.youtube.com/watch?v=AZ1_3pC-kvY,Will Mark Zuckerberg attend presidential inauguration?,/media/user/data/polymarket/data/embbeding/audio/audio_0171.pt,/media/user/data/polymarket/data/embbeding/video/video_0171.pt,/media/user/data/polymarket/data/embbeding/question/question_0173.pt,/media/user/data/polymarket/data/embbeding/text/text_0171.pt,Impact
Conway explains why Gaetz is the 'perfect' AG for Trump,https://www.youtube.com/watch?v=AeLzc8H5JH8,Will Trump nominate Mike Davis for Attorney General?,/media/user/data/polymarket/data/embbeding/audio/audio_0175.pt,/media/user/data/polymarket/data/embbeding/video/video_0175.pt,/media/user/data/polymarket/data/embbeding/question/question_0175.pt,/media/user/data/polymarket/data/embbeding/text/text_0175.pt,Impact
Conway explains why Gaetz is the 'perfect' AG for Trump,https://www.youtube.com/watch?v=AeLzc8H5JH8,Will Trump nominate Mike Lee for Attorney General?,/media/user/data/polymarket/data/embbeding/audio/audio_0175.pt,/media/user/data/polymarket/data/embbeding/video/video_0175.pt,/media/user/data/polymarket/data/embbeding/question/question_0176.pt,/media/user/data/polymarket/data/embbeding/text/text_0175.pt,Impact
Conway explains why Gaetz is the 'perfect' AG for Trump,https://www.youtube.com/watch?v=AeLzc8H5JH8,Will Trump nominate Will Levi for Attorney General?,/media/user/data/polymarket/data/embbeding/audio/audio_0175.pt,/media/user/data/polymarket/data/embbeding/video/video_0175.pt,/media/user/data/polymarket/data/embbeding/question/question_0177.pt,/media/user/data/polymarket/data/embbeding/text/text_0175.pt,Impact
Trump hits back after being labeled 'dangerous' by Dems,https://www.youtube.com/watch?v=Ah7Snk-KFEA,Kamala Harris wins the popular vote?,/media/user/data/polymarket/data/embbeding/audio/audio_0178.pt,/media/user/data/polymarket/data/embbeding/video/video_0178.pt,/media/user/data/polymarket/data/embbeding/question/question_0178.pt,/media/user/data/polymarket/data/embbeding/text/text_0178.pt,Impact
"Trump promises massive tariff hikes on goods from Mexico, Canada and China on Day 1",https://www.youtube.com/watch?v=AqY9Hz7S4bc,Trump imposes 40% tariff on China in first 100 days?,/media/user/data/polymarket/data/embbeding/audio/audio_0179.pt,/media/user/data/polymarket/data/embbeding/video/video_0179.pt,/media/user/data/polymarket/data/embbeding/question/question_0179.pt,/media/user/data/polymarket/data/embbeding/text/text_0179.pt,Impact
Harry Enten breaks down the latest battleground state polls,https://www.youtube.com/watch?v=Asd2EDmXvKY,Will Kamala Harris drop out of presidential race?,/media/user/data/polymarket/data/embbeding/audio/audio_0180.pt,/media/user/data/polymarket/data/embbeding/video/video_0180.pt,/media/user/data/polymarket/data/embbeding/question/question_0180.pt,/media/user/data/polymarket/data/embbeding/text/text_0180.pt,Impact
Harry Enten breaks down the latest battleground state polls,https://www.youtube.com/watch?v=Asd2EDmXvKY,Will Kamala Harris win all 6 swing states?,/media/user/data/polymarket/data/embbeding/audio/audio_0180.pt,/media/user/data/polymarket/data/embbeding/video/video_0180.pt,/media/user/data/polymarket/data/embbeding/question/question_0181.pt,/media/user/data/polymarket/data/embbeding/text/text_0180.pt,Impact
Harry Enten breaks down the latest battleground state polls,https://www.youtube.com/watch?v=Asd2EDmXvKY,Kamala Harris wins a solid red state?,/media/user/data/polymarket/data/embbeding/audio/audio_0180.pt,/media/user/data/polymarket/data/embbeding/video/video_0180.pt,/media/user/data/polymarket/data/embbeding/question/question_0182.pt,/media/user/data/polymarket/data/embbeding/text/text_0180.pt,Impact
Harry Enten breaks down the latest battleground state polls,https://www.youtube.com/watch?v=Asd2EDmXvKY,Will Kamala Harris win the 2024 US Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0180.pt,/media/user/data/polymarket/data/embbeding/video/video_0180.pt,/media/user/data/polymarket/data/embbeding/question/question_0183.pt,/media/user/data/polymarket/data/embbeding/text/text_0180.pt,Impact
Harry Enten breaks down the latest battleground state polls,https://www.youtube.com/watch?v=Asd2EDmXvKY,Kamala Harris wins the popular vote?,/media/user/data/polymarket/data/embbeding/audio/audio_0180.pt,/media/user/data/polymarket/data/embbeding/video/video_0180.pt,/media/user/data/polymarket/data/embbeding/question/question_0184.pt,/media/user/data/polymarket/data/embbeding/text/text_0180.pt,No impact
CNN projects Donald Trump wins critical battleground state of Pennsylvania,https://www.youtube.com/watch?v=AvqohCB-1Uw,Will Donald Trump win the popular vote in the 2024 Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0185.pt,/media/user/data/polymarket/data/embbeding/video/video_0185.pt,/media/user/data/polymarket/data/embbeding/question/question_0185.pt,/media/user/data/polymarket/data/embbeding/text/text_0185.pt,Impact
CNN projects Donald Trump wins critical battleground state of Pennsylvania,https://www.youtube.com/watch?v=AvqohCB-1Uw,Trump eligible to vote in the election?,/media/user/data/polymarket/data/embbeding/audio/audio_0185.pt,/media/user/data/polymarket/data/embbeding/video/video_0185.pt,/media/user/data/polymarket/data/embbeding/question/question_0186.pt,/media/user/data/polymarket/data/embbeding/text/text_0185.pt,No impact
CNN projects Donald Trump wins critical battleground state of Pennsylvania,https://www.youtube.com/watch?v=AvqohCB-1Uw,Will Trump get 82-84m votes in the 2024 U.S. Presidential Election?,/media/user/data/polymarket/data/embbeding/audio/audio_0185.pt,/media/user/data/polymarket/data/embbeding/video/video_0185.pt,/media/user/data/polymarket/data/embbeding/question/question_0187.pt,/media/user/data/polymarket/data/embbeding/text/text_0185.pt,Impact
"Elon Musk is a big deal surrogate for Trump, Fetterman warns",https://www.youtube.com/watch?v=BrGNpqlxScQ,Israel military response against Iran in October?,/media/user/data/polymarket/data/embbeding/audio/audio_0191.pt,/media/user/data/polymarket/data/embbeding/video/video_0191.pt,/media/user/data/polymarket/data/embbeding/question/question_0191.pt,/media/user/data/polymarket/data/embbeding/text/text_0191.pt,Impact
Trump says Jan. 6 investigators should go to jail'. Hear Liz Cheney's response,https://www.youtube.com/watch?v=C1E3a4eB6P8,Will Trump pardon a January 6 protestor in his first 100 days?,/media/user/data/polymarket/data/embbeding/audio/audio_0192.pt,/media/user/data/polymarket/data/embbeding/video/video_0192.pt,/media/user/data/polymarket/data/embbeding/question/question_0193.pt,/media/user/data/polymarket/data/embbeding/text/text_0192.pt,Impact
Trump says Jan. 6 investigators should go to jail'. Hear Liz Cheney's response,https://www.youtube.com/watch?v=C1E3a4eB6P8,Will Biden pardon Trump?,/media/user/data/polymarket/data/embbeding/audio/audio_0192.pt,/media/user/data/polymarket/data/embbeding/video/video_0192.pt,/media/user/data/polymarket/data/embbeding/question/question_0194.pt,/media/user/data/polymarket/data/embbeding/text/text_0192.pt,Impact
China hits back as Trump's tariffs go into effect,https://www.youtube.com/watch?v=C2N6bz-KBX0,Will Trump remove tariff on China before March?,/media/user/data/polymarket/data/embbeding/audio/audio_0195.pt,/media/user/data/polymarket/data/embbeding/video/video_0195.pt,/media/user/data/polymarket/data/embbeding/question/question_0195.pt,/media/user/data/polymarket/data/embbeding/text/text_0195.pt,Impact
China hits back as Trump's tariffs go into effect,https://www.youtube.com/watch?v=C2N6bz-KBX0,Will Trump increase tariffs on China before May?,/media/user/data/polymarket/data/embbeding/audio/audio_0195.pt,/media/user/data/polymarket/data/embbeding/video/video_0195.pt,/media/user/data/polymarket/data/embbeding/question/question_0196.pt,/media/user/data/polymarket/data/embbeding/text/text_0195.pt,Impact
China hits back as Trump's tariffs go into effect,https://www.youtube.com/watch?v=C2N6bz-KBX0,Trump tariffs on Mexico in effect by May 1?,/media/user/data/polymarket/data/embbeding/audio/audio_0195.pt,/media/user/data/polymarket/data/embbeding/video/video_0195.pt,/media/user/data/polymarket/data/embbeding/question/question_0197.pt,/media/user/data/polymarket/data/embbeding/text/text_0195.pt,Impact
China hits back as Trump's tariffs go into effect,https://www.youtube.com/watch?v=C2N6bz-KBX0,Trump tariffs on Canada in effect by May 1?,/media/user/data/polymarket/data/embbeding/audio/audio_0195.pt,/media/user/data/polymarket/data/embbeding/video/video_0195.pt,/media/user/data/polymarket/data/embbeding/question/question_0198.pt,/media/user/data/polymarket/data/embbeding/text/text_0195.pt,Impact
China hits back as Trump's tariffs go into effect,https://www.youtube.com/watch?v=C2N6bz-KBX0,Trump imposes 40% tariff on China in first 100 days?,/media/user/data/polymarket/data/embbeding/audio/audio_0195.pt,/media/user/data/polymarket/data/embbeding/video/video_0195.pt,/media/user/data/polymarket/data/embbeding/question/question_0199.pt,/media/user/data/polymarket/data/embbeding/text/text_0195.pt,Impact
Ex-NATO Commander explains what Israel's most strategic next move is,https://www.youtube.com/watch?v=CGjJ8u1mfIo,Will Israel target Tehran?,/media/user/data/polymarket/data/embbeding/audio/audio_0200.pt,/media/user/data/polymarket/data/embbeding/video/video_0200.pt,/media/user/data/polymarket/data/embbeding/question/question_0200.pt,/media/user/data/polymarket/data/embbeding/text/text_0200.pt,Impact
Ex-NATO Commander explains what Israel's most strategic next move is,https://www.youtube.com/watch?v=CGjJ8u1mfIo,Another Iran strike on Israel by Friday?,/media/user/data/polymarket/data/embbeding/audio/audio_0200.pt,/media/user/data/polymarket/data/embbeding/video/video_0200.pt,/media/user/data/polymarket/data/embbeding/question/question_0201.pt,/media/user/data/polymarket/data/embbeding/text/text_0200.pt,Impact
TikTok will be banned without a savior. Here are the alternative apps users are flocking to,https://www.youtube.com/watch?v=CJJ3Bb6MQZM,TikTok banned in 2025?,/media/user/data/polymarket/data/embbeding/audio/audio_0202.pt,/media/user/data/polymarket/data/embbeding/video/video_0202.pt,/media/user/data/polymarket/data/embbeding/question/question_0202.pt,/media/user/data/polymarket/data/embbeding/text/text_0202.pt,Impact
TikTok will be banned without a savior. Here are the alternative apps users are flocking to,https://www.youtube.com/watch?v=CJJ3Bb6MQZM,TikTok banned in the US before May 2025?,/media/user/data/polymarket/data/embbeding/audio/audio_0202.pt,/media/user/data/polymarket/data/embbeding/video/video_0202.pt,/media/user/data/polymarket/data/embbeding/question/question_0203.pt,/media/user/data/polymarket/data/embbeding/text/text_0202.pt,Impact
Trump says Biden is making transition really difficult.' Trump's chief of staff thinks differently,https://www.youtube.com/watch?v=Cd2apubddfM,Will Biden issue a preemptive pardon?,/media/user/data/polymarket/data/embbeding/audio/audio_0209.pt,/media/user/data/polymarket/data/embbeding/video/video_0209.pt,/media/user/data/polymarket/data/embbeding/question/question_0214.pt,/media/user/data/polymarket/data/embbeding/text/text_0209.pt,Impact
Trump says Biden is making transition really difficult.' Trump's chief of staff thinks differently,https://www.youtube.com/watch?v=Cd2apubddfM,Will Biden issue more pardons than Trump?,/media/user/data/polymarket/data/embbeding/audio/audio_0209.pt,/media/user/data/polymarket/data/embbeding/video/video_0209.pt,/media/user/data/polymarket/data/embbeding/question/question_0215.pt,/media/user/data/polymarket/data/embbeding/text/text_0209.pt,No impact
Trump says Biden is making transition really difficult.' Trump's chief of staff thinks differently,https://www.youtube.com/watch?v=Cd2apubddfM,Will Biden pardon Trump?,/media/user/data/polymarket/data/embbeding/audio/audio_0209.pt,/media/user/data/polymarket/data/embbeding/video/video_0209.pt,/media/user/data/polymarket/data/embbeding/question/question_0216.pt,/media/user/data/polymarket/data/embbeding/text/text_0209.pt,Impact
He's very angry': Haberman on Trump's reaction to NY hush money case,https://www.youtube.com/watch?v=Cu3TnmGN3Fg,Trump sentenced to prison in NY case before inauguration?,/media/user/data/polymarket/data/embbeding/audio/audio_0219.pt,/media/user/data/polymarket/data/embbeding/video/video_0219.pt,/media/user/data/polymarket/data/embbeding/question/question_0219.pt,/media/user/data/polymarket/data/embbeding/text/text_0219.pt,Impact
He's very angry': Haberman on Trump's reaction to NY hush money case,https://www.youtube.com/watch?v=Cu3TnmGN3Fg,Will Trump appeal his hush money conviction?,/media/user/data/polymarket/data/embbeding/audio/audio_0219.pt,/media/user/data/polymarket/data/embbeding/video/video_0219.pt,/media/user/data/polymarket/data/embbeding/question/question_0220.pt,/media/user/data/polymarket/data/embbeding/text/text_0219.pt,Impact
Stelter: Zuckerberg wants to get off Trump's enemy list',https://www.youtube.com/watch?v=D3virL5qfEs,Will Mark Zuckerberg attend presidential inauguration?,/media/user/data/polymarket/data/embbeding/audio/audio_0221.pt,/media/user/data/polymarket/data/embbeding/video/video_0221.pt,/media/user/data/polymarket/data/embbeding/question/question_0221.pt,/media/user/data/polymarket/data/embbeding/text/text_0221.pt,Impact
Kevin McCarthy: Democrats are preparing 'who to blame' for this loss,https://www.youtube.com/watch?v=DhcEs4AB4eU,Kamala Harris wins the popular vote?,/media/user/data/polymarket/data/embbeding/audio/audio_0223.pt,/media/user/data/polymarket/data/embbeding/video/video_0223.pt,/media/user/data/polymarket/data/embbeding/question/question_0223.pt,/media/user/data/polymarket/data/embbeding/text/text_0223.pt,Impact
Jesse Watters: The media thinks male voters are in 'crisis'?,https://www.youtube.com/watch?v=DtBA5F7zRyg,Kamala Harris blowout victory?,/media/user/data/polymarket/data/embbeding/audio/audio_0224.pt,/media/user/data/polymarket/data/embbeding/video/video_0224.pt,/media/user/data/polymarket/data/embbeding/question/question_0225.pt,/media/user/data/polymarket/data/embbeding/text/text_0224.pt,No impact
NASCAR legend describes crowd's reaction to JD Vance appearing at Charlotte race,https://www.youtube.com/watch?v=DzipY1vipOU,Trump-Vance Republican ticket on election day?,/media/user/data/polymarket/data/embbeding/audio/audio_0226.pt,/media/user/data/polymarket/data/embbeding/video/video_0226.pt,/media/user/data/polymarket/data/embbeding/question/question_0226.pt,/media/user/data/polymarket/data/embbeding/text/text_0226.pt,No impact
Trump reacts to critics saying Elon Musk is in charge,https://www.youtube.com/watch?v=E7ufDsZlOgM,Trump deportation executive order on Day 1?,/media/user/data/polymarket/data/embbeding/audio/audio_0227.pt,/media/user/data/polymarket/data/embbeding/video/video_0227.pt,/media/user/data/polymarket/data/embbeding/question/question_0227.pt,/media/user/data/polymarket/data/embbeding/text/text_0227.pt,No impact
Trump reacts to critics saying Elon Musk is in charge,https://www.youtube.com/watch?v=E7ufDsZlOgM,Trump deportation executive order in first 100 days?,/media/user/data/polymarket/data/embbeding/audio/audio_0227.pt,/media/user/data/polymarket/data/embbeding/video/video_0227.pt,/media/user/data/polymarket/data/embbeding/question/question_0228.pt,/media/user/data/polymarket/data/embbeding/text/text_0227.pt,No impact
"How Ukraine's new access to US' long-range missiles could change the war, according to experts",https://www.youtube.com/watch?v=ECHM3i0ThkY,Ukraine hits Moscow before 2025?,/media/user/data/polymarket/data/embbeding/audio/audio_0229.pt,/media/user/data/polymarket/data/embbeding/video/video_0229.pt,/media/user/data/polymarket/data/embbeding/question/question_0229.pt,/media/user/data/polymarket/data/embbeding/text/text_0229.pt,Impact
Worst cabinet-level appointment in history': Bolton on Trump picking Gabbard,https://www.youtube.com/watch?v=E_3lrQWB47c,Trump nominates Tulsi Gabbard to Cabinet?,/media/user/data/polymarket/data/embbeding/audio/audio_0230.pt,/media/user/data/polymarket/data/embbeding/video/video_0230.pt,/media/user/data/polymarket/data/embbeding/question/question_0232.pt,/media/user/data/polymarket/data/embbeding/text/text_0230.pt,Impact
FEMA has a major bureaucracy problem: Tulsi Gabbard,https://www.youtube.com/watch?v=Ee2TNZDxdS4,Trump nominates Tulsi Gabbard to Cabinet?,/media/user/data/polymarket/data/embbeding/audio/audio_0233.pt,/media/user/data/polymarket/data/embbeding/video/video_0233.pt,/media/user/data/polymarket/data/embbeding/question/question_0233.pt,/media/user/data/polymarket/data/embbeding/text/text_0233.pt,Impact
Major ramifications': Retired colonel reacts to South Korean president's walk-back of martial law,https://www.youtube.com/watch?v=FXprtcoSsq4,South Korean President impeached by Friday?,/media/user/data/polymarket/data/embbeding/audio/audio_0234.pt,/media/user/data/polymarket/data/embbeding/video/video_0234.pt,/media/user/data/polymarket/data/embbeding/question/question_0234.pt,/media/user/data/polymarket/data/embbeding/text/text_0234.pt,Impact
Major ramifications': Retired colonel reacts to South Korean president's walk-back of martial law,https://www.youtube.com/watch?v=FXprtcoSsq4,South Korean President impeached in 2024?,/media/user/data/polymarket/data/embbeding/audio/audio_0234.pt,/media/user/data/polymarket/data/embbeding/video/video_0234.pt,/media/user/data/polymarket/data/embbeding/question/question_0235.pt,/media/user/data/polymarket/data/embbeding/text/text_0234.pt,Impact
This intel leak could be an 'act of treason': Rep. Mast,https://www.youtube.com/watch?v=FeEKvjZeMAI,Israel x Hezbollah Ceasefire in 2024?,/media/user/data/polymarket/data/embbeding/audio/audio_0236.pt,/media/user/data/polymarket/data/embbeding/video/video_0236.pt,/media/user/data/polymarket/data/embbeding/question/question_0236.pt,/media/user/data/polymarket/data/embbeding/text/text_0236.pt,Impact
This intel leak could be an 'act of treason': Rep. Mast,https://www.youtube.com/watch?v=FeEKvjZeMAI,Israel military response against Iran in October?,/media/user/data/polymarket/data/embbeding/audio/audio_0236.pt,/media/user/data/polymarket/data/embbeding/video/video_0236.pt,/media/user/data/polymarket/data/embbeding/question/question_0237.pt,/media/user/data/polymarket/data/embbeding/text/text_0236.pt,Impact
This intel leak could be an 'act of treason': Rep. Mast,https://www.youtube.com/watch?v=FeEKvjZeMAI,Israel military response against Iran by Friday?,/media/user/data/polymarket/data/embbeding/audio/audio_0236.pt,/media/user/data/polymarket/data/embbeding/video/video_0236.pt,/media/user/data/polymarket/data/embbeding/question/question_0238.pt,/media/user/data/polymarket/data/embbeding/text/text_0236.pt,No impact
This intel leak could be an 'act of treason': Rep. Mast,https://www.youtube.com/watch?v=FeEKvjZeMAI,Israel withdraws from Lebanon before November?,/media/user/data/polymarket/data/embbeding/audio/audio_0236.pt,/media/user/data/polymarket/data/embbeding/video/video_0236.pt,/media/user/data/polymarket/data/embbeding/question/question_0239.pt,/media/user/data/polymarket/data/embbeding/text/text_0236.pt,Impact
Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,"Will Trump say ""Puerto Rico"" during Pennsylvania rally on Oct 29?",/media/user/data/polymarket/data/embbeding/audio/audio_0240.pt,/media/user/data/polymarket/data/embbeding/video/video_0240.pt,/media/user/data/polymarket/data/embbeding/question/question_0240.pt,/media/user/data/polymarket/data/embbeding/text/text_0240.pt,No impact
Trump delays tariffs on Mexico until April,https://www.youtube.com/watch?v=GmRsuVTMqOw,Will Trump impose no general tariff on the EU by June 30?,/media/user/data/polymarket/data/embbeding/audio/audio_0241.pt,/media/user/data/polymarket/data/embbeding/video/video_0241.pt,/media/user/data/polymarket/data/embbeding/question/question_0241.pt,/media/user/data/polymarket/data/embbeding/text/text_0241.pt,Impact
Trump delays tariffs on Mexico until April,https://www.youtube.com/watch?v=GmRsuVTMqOw,Will Trump reduce tariffs on Mexico or Canada today?,/media/user/data/polymarket/data/embbeding/audio/audio_0241.pt,/media/user/data/polymarket/data/embbeding/video/video_0241.pt,/media/user/data/polymarket/data/embbeding/question/question_0242.pt,/media/user/data/polymarket/data/embbeding/text/text_0241.pt,Impact
Trump delays tariffs on Mexico until April,https://www.youtube.com/watch?v=GmRsuVTMqOw,Will Trump lower automobile tariffs on Canada/Mexico by next Friday?,/media/user/data/polymarket/data/embbeding/audio/audio_0241.pt,/media/user/data/polymarket/data/embbeding/video/video_0241.pt,/media/user/data/polymarket/data/embbeding/question/question_0243.pt,/media/user/data/polymarket/data/embbeding/text/text_0241.pt,No impact
Trump delays tariffs on Mexico until April,https://www.youtube.com/watch?v=GmRsuVTMqOw,Will Canada remove retaliatory tariffs on USA in March?,/media/user/data/polymarket/data/embbeding/audio/audio_0241.pt,/media/user/data/polymarket/data/embbeding/video/video_0241.pt,/media/user/data/polymarket/data/embbeding/question/question_0244.pt,/media/user/data/polymarket/data/embbeding/text/text_0241.pt,Impact
Hear what David Axelrod thought about Newsom's conversation with Charlie Kirk,https://www.youtube.com/watch?v=GvJFINmaAVc,Gavin Newsom out as Governor before April?,/media/user/data/polymarket/data/embbeding/audio/audio_0245.pt,/media/user/data/polymarket/data/embbeding/video/video_0245.pt,/media/user/data/polymarket/data/embbeding/question/question_0245.pt,/media/user/data/polymarket/data/embbeding/text/text_0245.pt,No impact
Haberman on what she's hearing from Trump's orbit about Hegseth,https://www.youtube.com/watch?v=Gv_qWFYnpbc,Pete Hegseth nomination withdrawn by Friday?,/media/user/data/polymarket/data/embbeding/audio/audio_0246.pt,/media/user/data/polymarket/data/embbeding/video/video_0246.pt,/media/user/data/polymarket/data/embbeding/question/question_0246.pt,/media/user/data/polymarket/data/embbeding/text/text_0246.pt,Impact
Haberman on what she's hearing from Trump's orbit about Hegseth,https://www.youtube.com/watch?v=Gv_qWFYnpbc,Will Pete Hegseth be Trump's Defense Secretary?,/media/user/data/polymarket/data/embbeding/audio/audio_0246.pt,/media/user/data/polymarket/data/embbeding/video/video_0246.pt,/media/user/data/polymarket/data/embbeding/question/question_0247.pt,/media/user/data/polymarket/data/embbeding/text/text_0246.pt,Impact
Zelensky was asked if he could salvage relationship with US. Hear his response,https://www.youtube.com/watch?v=HPhYi5Edps8,Trump meets with Zelenskyy in March?,/media/user/data/polymarket/data/embbeding/audio/audio_0248.pt,/media/user/data/polymarket/data/embbeding/video/video_0248.pt,/media/user/data/polymarket/data/embbeding/question/question_0248.pt,/media/user/data/polymarket/data/embbeding/text/text_0248.pt,Impact
Video shows massive overnight explosions in Beirut,https://www.youtube.com/watch?v=HZGYcI4DXyY,U.S. military strike on Lebanon before November?,/media/user/data/polymarket/data/embbeding/audio/audio_0249.pt,/media/user/data/polymarket/data/embbeding/video/video_0249.pt,/media/user/data/polymarket/data/embbeding/question/question_0249.pt,/media/user/data/polymarket/data/embbeding/text/text_0249.pt,No impact
Video shows massive overnight explosions in Beirut,https://www.youtube.com/watch?v=HZGYcI4DXyY,Another Iran strike on Israel by Friday?,/media/user/data/polymarket/data/embbeding/audio/audio_0249.pt,/media/user/data/polymarket/data/embbeding/video/video_0249.pt,/media/user/data/polymarket/data/embbeding/question/question_0250.pt,/media/user/data/polymarket/data/embbeding/text/text_0249.pt,Impact
Video shows massive overnight explosions in Beirut,https://www.youtube.com/watch?v=HZGYcI4DXyY,Israel x Hezbollah Ceasefire in 2024?,/media/user/data/polymarket/data/embbeding/audio/audio_0249.pt,/media/user/data/polymarket/data/embbeding/video/video_0249.pt,/media/user/data/polymarket/data/embbeding/question/question_0251.pt,/media/user/data/polymarket/data/embbeding/text/text_0249.pt,Impact
Israel vows retaliation after 'unprecedented' Iranian missile attack,https://www.youtube.com/watch?v=IGs_ngYvrdE,Israel military response against Iran by Friday?,/media/user/data/polymarket/data/embbeding/audio/audio_0252.pt,/media/user/data/polymarket/data/embbeding/video/video_0252.pt,/media/user/data/polymarket/data/embbeding/question/question_0252.pt,/media/user/data/polymarket/data/embbeding/text/text_0252.pt,Impact
Israel vows retaliation after 'unprecedented' Iranian missile attack,https://www.youtube.com/watch?v=IGs_ngYvrdE,U.S. military strike on Lebanon before November?,/media/user/data/polymarket/data/embbeding/audio/audio_0252.pt,/media/user/data/polymarket/data/embbeding/video/video_0252.pt,/media/user/data/polymarket/data/embbeding/question/question_0253.pt,/media/user/data/polymarket/data/embbeding/text/text_0252.pt,No impact
Israel vows retaliation after 'unprecedented' Iranian missile attack,https://www.youtube.com/watch?v=IGs_ngYvrdE,Another Iran strike on Israel by Friday?,/media/user/data/polymarket/data/embbeding/audio/audio_0252.pt,/media/user/data/polymarket/data/embbeding/video/video_0252.pt,/media/user/data/polymarket/data/embbeding/question/question_0254.pt,/media/user/data/polymarket/data/embbeding/text/text_0252.pt,Impact
Israel vows retaliation after 'unprecedented' Iranian missile attack,https://www.youtube.com/watch?v=IGs_ngYvrdE,Israel x Hezbollah Ceasefire in 2024?,/media/user/data/polymarket/data/embbeding/audio/audio_0252.pt,/media/user/data/polymarket/data/embbeding/video/video_0252.pt,/media/user/data/polymarket/data/embbeding/question/question_0255.pt,/media/user/data/polymarket/data/embbeding/text/text_0252.pt,Impact
Israel vows retaliation after 'unprecedented' Iranian missile attack,https://www.youtube.com/watch?v=IGs_ngYvrdE,Will Israel target Tehran?,/media/user/data/polymarket/data/embbeding/audio/audio_0252.pt,/media/user/data/polymarket/data/embbeding/video/video_0252.pt,/media/user/data/polymarket/data/embbeding/question/question_0256.pt,/media/user/data/polymarket/data/embbeding/text/text_0252.pt,Impact
